,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV,V_P,R_P,i_P,z_P,err_V_P,err_R_P,err_i_P,err_z_P
276,28.152551,-13.977445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057392,28.152551,-13.977445,22.3491,22.3471,19.5166,0.8184,0.8093,0.8274,0.81885999,9.70935,22.0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8829,0.1779,24.328543,-8.3221,23.5082,24.9242,22.3326,0.0386,0.0087,0.0399,0.0114
277,28.170188,-13.974978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058072,28.170188,-13.974978,21.4862,21.7105,18.656,0.8259,0.8031,0.8465,0.83139998,10.7388,259.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.02,0.9328,,-9.5568,27.0089,26.2433,21.4833,0.0177,0.114,0.0954,0.0087
278,28.167495,-13.973738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058111,28.167495,-13.973738,22.4883,22.5248,19.2377,0.8068,0.7972,0.8182,0.82810003,10.7667,255.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8697,25.2144,20.3611,22.5235,0.0911,0.0256,0.0048,0.0144
279,28.164111,-13.974443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058197,28.164111,-13.974443,21.4185,22.5779,19.5813,0.8168,0.7835,0.8676,0.82270002,10.8734,164.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4648,22.6015,28.7649,22.0776,0.0834,0.0042,1.3332,0.0192
280,28.16445,-13.973751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058259,28.16445,-13.973751,22.3052,22.6765,19.4309,0.829,0.7854,0.9699,0.86631,10.6513,273.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8896,0.5427,26.387675,-7.0395,24.4365,25.4716,22.4918,0.1206,0.0122,0.0757,0.0202
281,28.16934,-13.972611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058404,28.16934,-13.972611,22.5001,22.511,19.5326,0.8162,0.8033,0.8313,0.82859999,10.1703,253.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8525,24.3425,26.0315,22.5162,0.0312,0.0149,0.0651,0.0144
282,28.194573,-13.971884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058477,28.194573,-13.971884,22.3118,22.319,19.2075,0.7588,0.7263,0.8316,0.84179997,10.3642,9.55904,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7703,0.4749,27.445195,-9.337,26.9956,25.6952,22.2813,0.0273,0.112,0.0878,0.0113
283,28.168907,-13.971613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058603,28.168907,-13.971613,22.4099,22.5198,20.1728,0.8301,0.8059,0.8688,0.82590002,10.0457,176.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3955,0.2247,25.132448,-11.1053,25.2299,22.3052,22.4597,0.0107,0.0279,0.006,0.0154
284,28.183095,-13.971449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058650,28.183095,-13.971449,22.8446,22.8539,19.4608,0.853,0.8114,0.8924,0.8294,10.2524,28.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5477,27.5943,26.5531,22.8677,0.0615,0.133,0.1197,0.0159
285,28.184529,-13.968906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059032,28.184529,-13.968906,22.6638,22.6237,19.4706,0.8627,0.8379,0.8992,0.84060001,10.5476,38.5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5321,1.1966,,-10.3407,25.3871,23.5915,22.6755,0.0119,0.0355,0.0229,0.0134
286,28.193979,-13.969488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059013,28.193979,-13.969488,21.7568,21.7564,18.5229,0.8028,0.7862,0.8181,0.83960003,10.4944,12.1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3364,1.1665,,-10.7298,27.7168,24.8091,21.7465,0.0089,0.1721,0.057,0.0073
287,28.174266,-13.969363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059142,28.174266,-13.969363,21.9799,22.0032,18.6974,0.8297,0.8252,0.838,0.82489997,10.7675,67.9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9198,1.439,,-4.2486,26.9753,24.4248,22.01,1.4435,0.0656,0.0346,0.009
288,28.170038,-13.964936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059823,28.170038,-13.964936,22.5741,22.5827,19.3514,0.813,0.8101,0.8197,0.82340002,10.3699,148.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.413,25.1572,23.5471,22.5976,0.1395,0.0358,0.018,0.0119
289,28.171727,-13.965037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059835,28.171727,-13.965037,22.4858,22.4877,19.339,0.7909,0.7754,0.8084,0.83499998,10.2435,196.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7569,0.2768,28.506228,-8.6218,26.1733,19.4164,22.4655,0.0696,0.0367,0.0009,0.0129
290,28.226861,-13.964755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059922,28.226861,-13.964755,21.8436,21.8559,18.3939,0.8462,0.7919,0.8885,0.84079999,10.8741,16.5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7882,0.5856,25.823506,-8.9408,24.9901,25.2776,21.8036,0.0454,0.0171,0.0647,0.0082
291,28.173876,-13.962406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060377,28.173876,-13.962406,22.2466,22.2752,19.0029,0.7917,0.7594,0.8346,0.8405,10.5811,170.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3735,0.6069,-99.0,-9.5161,23.4871,25.8007,22.2575,0.0257,0.0084,0.0878,0.0118
292,28.166698,-13.962201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060441,28.166698,-13.962201,21.5334,21.6276,18.3762,0.814,0.7952,0.8315,0.83359998,10.8665,90.8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4634,0.4008,25.643832,-11.0416,26.4844,24.8581,21.4706,0.0098,0.1186,0.0457,0.0073
293,28.166034,-13.96211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060488,28.166034,-13.96211,21.856,21.9379,18.7095,0.7214,0.7084,0.7347,0.86369997,10.776,1.47538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3046,20.2274,24.6708,21.7607,0.0259,0.0008,0.0304,0.0089
294,28.160319,-13.961059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060586,28.160319,-13.961059,22.4202,22.4095,19.3869,0.828,0.8221,0.8348,0.8373,10.6544,45.4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1559,1.0893,,-7.3569,27.5055,26.8669,22.417,0.0855,0.2083,0.1778,0.0121
295,28.166589,-13.960658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060666,28.166589,-13.960658,22.0605,22.1847,18.8901,0.8597,0.8394,0.8791,0.83600003,10.8094,43.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2443,0.5343,27.178024,-8.4655,25.9983,25.5277,22.2532,0.0324,0.0496,0.0603,0.0121
296,28.198438,-13.959474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060903,28.198438,-13.959474,22.3102,22.3515,19.1151,0.7552,0.7443,0.7655,0.83590001,10.3959,10.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6072,0.5187,,-6.7309,27.1732,24.9684,22.3512,0.1456,0.1012,0.0745,0.0125
297,28.16702,-13.954323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G061811,28.16702,-13.954323,23.1962,23.1777,21.0632,0.8696,0.858,0.88,0.86839998,9.45613,14.5323,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7323,0.2651,25.874245,-10.3277,24.6472,23.8076,23.1811,0.0156,0.0162,0.0225,0.0191
298,28.164358,-13.955829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G061780,28.164358,-13.955829,21.6989,21.8806,18.7886,0.8303,0.8138,0.8496,0.8416,10.8,39.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1059,0.6434,-99.0,-8.2905,24.0915,25.3212,21.7055,0.0602,0.0162,0.0567,0.0096
299,28.217608,-13.951288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G062514,28.217608,-13.951288,22.4835,22.4745,19.3612,0.8609,0.8393,0.884,0.84210002,10.4824,11.2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3655,1.427,,-10.7375,24.7673,26.4,22.4859,0.0088,0.0252,0.0822,0.0116
300,28.19338,-13.949391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G062906,28.19338,-13.949391,22.4795,22.5042,20.0381,0.8481,0.8258,0.8681,0.83499998,9.66728,76.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7953,0.1768,24.270102,-8.9144,25.6477,23.0182,22.4832,0.0355,0.028,0.0105,0.0141
301,28.185312,-13.947523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063119,28.185312,-13.947523,23.027,23.0053,20.1555,0.8133,0.7771,0.8404,0.8186,9.98001,101.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8483,24.9183,24.4156,22.9837,0.0141,0.0341,0.0418,0.0169
302,28.160541,-13.947736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063305,28.160541,-13.947736,20.9041,20.9534,18.0549,0.7942,0.767,0.8131,0.83249998,10.8414,20.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5998,0.428,28.017472,-10.4319,26.4134,25.3292,20.9006,0.0105,0.0628,0.0375,0.0044
303,28.180969,-13.946633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063411,28.180969,-13.946633,22.9718,23.0102,21.0016,0.8225,0.8103,0.8386,0.84864002,9.19324,33.0278,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8714,0.2021,,-7.7263,26.9758,21.5766,22.9631,0.0816,0.0839,0.0048,0.0196
304,28.167961,-13.946182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063506,28.167961,-13.946182,21.8821,21.8844,18.6887,0.8153,0.801,0.8314,0.83590001,10.5966,34.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.073,25.2343,26.5163,21.8711,0.0249,0.0221,0.1857,0.0084
305,28.190287,-13.945584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063681,28.190287,-13.945584,22.0513,22.14,18.9036,0.8139,0.7874,0.9215,0.8452,10.798,387.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3911,1.3511,,99.0,26.7398,26.7593,22.1055,99.0,0.0741,0.1081,0.0107
306,28.184236,-13.943397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064069,28.184236,-13.943397,22.047,22.2366,19.315,0.8294,0.7901,0.849,0.82819998,10.3608,58.5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8123,0.6488,27.417415,-8.8645,25.8042,23.1654,22.0988,0.0343,0.0635,0.0121,0.0117
307,28.180087,-13.943029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064115,28.180087,-13.943029,22.4323,22.4555,19.4029,0.803,0.7912,0.8179,0.82169998,10.1357,48.6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2616,27.5438,23.1791,22.4588,0.0567,0.0935,0.017,0.0135
308,28.212047,-13.940339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064793,28.212047,-13.940339,21.5571,21.6235,18.3347,0.8135,0.7881,0.8297,0.84077001,10.7352,11.2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.973,0.7691,26.468993,-6.9249,25.6425,21.6697,21.5587,0.1778,0.043,0.0053,0.0073
309,28.19672,-13.937513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065201,28.19672,-13.937513,22.5433,22.5512,19.3503,0.8283,0.8063,0.849,0.83977997,10.4704,19.8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8693,0.7377,26.777266,-9.0165,27.4086,24.5841,22.5119,0.0549,0.098,0.0458,0.0153
310,28.132958,-13.938321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065289,28.132958,-13.938321,21.279,21.3803,17.8771,0.7933,0.6355,0.8629,0.8369,10.9554,7.76073,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4285,0.3279,25.999307,-8.019,22.6357,25.417,21.2533,0.0544,0.0044,0.0704,0.0063
311,28.267025,-13.936173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065430,28.267025,-13.936173,23.156,23.2859,20.3937,0.8646,0.8508,0.8862,0.84358001,9.58005,2.85307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3899,26.8694,28.1842,23.1745,0.034,0.1032,0.4082,0.0288
312,28.183731,-13.935613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065544,28.183731,-13.935613,22.6232,22.6219,20.0791,0.8488,0.8336,0.861,0.82005,9.75698,17.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4498,0.3209,27.374476,-10.0523,24.2699,25.8055,22.4403,0.0193,0.0175,0.0622,0.0153
313,28.150043,-13.935505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065661,28.150043,-13.935505,21.8555,21.945,19.0228,0.8089,0.7234,0.8469,0.8617,10.4545,44.4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8954,0.6345,26.562737,-8.0612,25.8821,23.7586,21.8517,0.0643,0.0645,0.0207,0.009
314,28.144432,-13.932852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066139,28.144432,-13.932852,21.401,21.4112,18.3477,0.8194,0.8103,0.8293,0.8344,10.6676,17.0788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4534,25.0176,25.292,21.3945,0.0194,0.0215,0.0496,0.0058
315,28.172935,-13.93166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066224,28.172935,-13.93166,23.0478,23.0515,19.9365,0.7834,0.7659,0.8043,0.81739998,9.87012,32.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1524,26.2539,26.6427,23.0187,0.0256,0.0344,0.1461,0.0181
316,28.089933,-13.931411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066478,28.089933,-13.931411,22.0666,22.2279,19.9329,0.8525,0.7822,0.8773,0.84399998,9.7797,0.824518,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7181,0.4901,25.026352,-7.8802,26.2324,25.3144,22.1693,0.0716,0.0416,0.0708,0.0125
317,28.227852,-13.929566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066667,28.227852,-13.929566,22.6748,22.9196,21.0946,0.8008,0.7828,0.8244,0.83137,9.6232,6.8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8326,1.1689,26.630514,-8.197,19.5599,23.9094,22.6412,0.0461,0.0006,0.0195,0.0258
318,28.283206,-13.928175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066990,28.283206,-13.928175,21.6141,21.66,18.345,0.8265,0.8101,0.8495,0.84561002,10.8214,3.71822,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8046,0.7463,,-9.3487,26.3256,25.3759,21.629,0.05,0.0714,0.0555,0.0074
319,28.164286,-13.928464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067044,28.164286,-13.928464,21.4943,21.6233,18.2477,0.8392,0.8254,0.8495,0.83759999,10.7078,9.93808,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7518,0.1439,23.857998,-11.6893,23.479,26.5931,21.4638,0.0044,0.0086,0.09,0.0076
320,28.257895,-13.927733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067060,28.257895,-13.927733,22.1944,22.2528,20.1544,0.8457,0.8261,0.8594,0.847,9.61983,2.89173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.579,22.1505,25.1955,22.2148,0.0061,0.003,0.053,0.0125
321,28.264623,-13.92742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067074,28.264623,-13.92742,22.2954,22.2728,19.1853,0.8667,0.8425,0.8796,0.84220999,10.4707,2.28343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0753,25.9543,25.8817,22.2871,0.0251,0.0507,0.0982,0.0103
322,28.230219,-13.923668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067815,28.230219,-13.923668,22.8026,23.0887,19.4248,0.7823,0.7581,0.8045,0.84091997,10.466,4.14625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3987,26.3301,25.0535,22.9438,0.1203,0.0751,0.0436,0.024
323,28.143413,-13.921331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068231,28.143413,-13.921331,22.6438,22.6473,20.3314,0.8568,0.8371,0.8709,0.83749998,9.61988,5.31896,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8727,0.2398,25.498656,99.0,24.0848,26.22,22.5326,99.0,0.0175,0.1185,0.0161
324,28.210006,-13.919317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068509,28.210006,-13.919317,23.287,23.3391,20.5002,0.8804,0.8659,0.8941,0.84241003,8.81367,1.89887,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7221,0.4163,26.947148,-12.2036,23.7198,25.3452,23.3561,0.0037,0.0096,0.0722,0.0317
325,28.207664,-13.919477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068560,28.207664,-13.919477,22.8791,22.9048,19.6565,0.8248,0.8154,0.8346,0.83769,10.0212,7.35536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4111,23.7584,26.2167,22.8554,0.0293,0.011,0.1043,0.0193
326,28.155103,-13.913979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G069625,28.155103,-13.913979,23.2494,23.2357,21.1536,0.8205,0.8063,0.838,0.82801002,9.42282,7.11907,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8496,0.4524,26.177946,-7.1572,27.5062,26.9829,23.2079,0.1601,0.1495,0.1367,0.0215
327,28.227524,-13.911937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070071,28.227524,-13.911937,22.4823,22.5017,18.9783,0.8365,0.8207,0.8585,0.84698999,10.4104,8.51828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5602,21.3866,24.979,22.3006,0.0781,0.0016,0.0424,0.0139
328,28.218681,-13.910631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070256,28.218681,-13.910631,22.0102,22.0387,18.7772,0.8205,0.8051,0.836,0.83152997,10.6442,28.0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.2557,26.7989,26.0998,22.0007,0.006,0.1159,0.0675,0.0095
329,28.142915,-13.908071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070927,28.142915,-13.908071,20.57,20.9041,18.051,0.8308,0.8212,0.8397,0.83998001,11.2191,5.30808,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1626,1.2541,25.908289,-7.3374,25.1926,24.9829,20.4741,0.1572,0.0387,0.0411,0.0059
330,28.27355,-13.906496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070914,28.27355,-13.906496,23.0879,23.123,21.2956,0.8353,0.827,0.8429,0.83867002,9.14516,4.01022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0397,25.6586,23.635,23.0807,0.0468,0.0403,0.027,0.0225
331,28.182015,-13.905483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G071393,28.182015,-13.905483,21.5736,21.6372,18.5227,0.7892,0.7647,0.8166,0.84380001,10.8647,20.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7389,0.7423,25.341489,99.0,29.0791,25.7202,21.5606,99.0,0.5818,0.0611,0.0072
332,28.239907,-13.903057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G071802,28.239907,-13.903057,22.4958,22.5173,19.3443,0.7919,0.6608,0.8269,0.84806001,10.0146,2.77269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8679,27.3978,26.1934,22.4741,0.0714,0.1714,0.1209,0.0141
333,28.270562,-13.900117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072243,28.270562,-13.900117,22.8434,22.8575,20.6053,0.8411,0.8351,0.8495,0.86559999,9.16485,3.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6038,25.8559,23.6358,22.8531,0.0401,0.0488,0.0176,0.0179
334,28.220099,-13.89942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072385,28.220099,-13.89942,23.1085,23.1518,21.6787,0.8709,0.84,0.8902,0.84719002,9.90557,3.61104,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6719,0.7512,25.365941,-9.481,26.2688,27.1563,23.2225,0.0282,0.0806,0.1149,0.0258
335,28.305874,-13.898278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072586,28.305874,-13.898278,22.2675,22.2994,19.9608,0.822,0.8105,0.8332,0.83499002,9.76066,10.3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1996,0.5474,25.659569,-9.6184,26.3187,25.3465,22.2825,0.0253,0.076,0.0708,0.0122
336,28.158023,-13.895094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073241,28.158023,-13.895094,21.9974,21.9828,19.0219,0.8236,0.8201,0.9457,0.84170002,10.7174,65.7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7676,25.7941,21.4201,21.9947,0.0892,0.0436,0.0027,0.0083
337,28.162843,-13.89432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073490,28.162843,-13.89432,22.1137,22.098,18.8337,0.8199,0.8111,0.8296,0.84259999,10.6285,41.7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2207,26.7981,24.8718,22.0417,0.0414,0.1196,0.0477,0.0096
338,28.184775,-13.893399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073683,28.184775,-13.893399,21.5372,21.5847,18.5124,0.8017,0.7914,0.8146,0.83560002,10.4707,11.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7658,2.0694,26.401727,-9.6419,25.908,25.0461,21.542,0.0176,0.0648,0.0437,0.007
339,28.290002,-13.890344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G074206,28.290002,-13.890344,22.1322,22.2361,19.8161,0.8615,0.8503,0.8902,0.86464,9.79908,4.04954,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5305,0.3958,24.151249,-9.9259,25.4361,22.5663,22.0989,0.0208,0.0547,0.0098,0.0131
340,28.151611,-13.890713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G074464,28.151611,-13.890713,20.5968,20.7295,17.6554,0.84,0.8298,0.8469,0.84200001,11.3551,44.7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9754,24.0974,25.6966,20.5871,0.0388,0.0123,0.076,0.0041
341,28.257366,-13.885734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G075308,28.257366,-13.885734,21.5743,21.6255,18.232,0.8192,0.7992,0.8428,0.83636999,10.5164,2.35836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2817,25.7433,25.961,21.5674,0.0228,0.0373,0.0702,0.0073
342,28.153142,-13.882523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G075899,28.153142,-13.882523,22.3913,22.5718,20.1567,0.8335,0.8204,0.8501,0.82577002,9.83886,11.2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0677,0.5232,24.830001,-7.4317,23.2185,24.3569,22.4938,0.1783,0.0109,0.0338,0.017
343,28.214428,-13.879736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076329,28.214428,-13.879736,22.8449,22.8519,20.6352,0.8176,0.8102,0.8249,0.82669997,9.50297,2.77405,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1412,0.4174,24.986573,-8.0919,29.1283,26.8672,22.7908,0.0602,0.3736,0.1859,0.0178
344,28.233329,-13.878395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076764,28.233329,-13.878395,21.0259,21.202,17.9366,0.8827,0.8353,0.9028,0.86540002,11.1639,4.30237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.4445,26.0774,25.4177,21.0373,0.0027,0.0481,0.0579,0.0057
345,28.18049,-13.879287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076881,28.18049,-13.879287,20.6377,20.7979,17.6315,0.8243,0.8105,0.8422,0.83990002,11.1661,3.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7109,1.1679,,-10.4829,24.2259,24.7442,20.6488,0.0119,0.018,0.0459,0.0043
346,28.298332,-13.870413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G078895,28.298332,-13.870413,20.8736,21.3725,18.8192,0.84,0.8146,0.8677,0.83585,10.3991,4.29843,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6767,0.2679,23.723805,-9.0906,26.7465,25.8728,20.8831,0.0359,0.1239,0.0606,0.0066
347,28.234698,-13.865238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G079647,28.234698,-13.865238,20.9493,21.0289,17.9243,0.8149,0.8015,0.828,0.8283,11.0397,12.8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8216,25.5893,26.2088,20.9399,0.0153,0.0306,0.08,0.0048
348,28.238792,-13.857535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G081219,28.238792,-13.857535,22.026,22.0259,19.1123,0.801,0.7859,0.8142,0.82922,10.423,3.28632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0008,25.2082,22.1532,22.0425,0.0178,0.0323,0.0065,0.0091
349,28.206277,-13.851238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G083496,28.206277,-13.851238,21.8874,21.8905,20.1387,0.8275,0.8181,0.8397,0.83660001,9.71608,1.69181,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.198,0.2418,24.026584,-6.2514,24.5999,20.8611,21.8925,0.284,0.0181,0.0026,0.0083
