,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV,V_P,R_P,i_P,z_P,err_V_P,err_R_P,err_i_P,err_z_P
203,28.0048333333,-14.062225,,,,,,,,,,,,,,,,,,131.0,F6-8,28.0048333333,-14.062225,21.6,0.69,0.86,0.48,0.83,0.8493,0.849,0.8496,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.892,0.784,26.165427,-7.3241,26.7257,24.965,21.675,0.1404,0.0772,0.0361,0.0068
204,28.0040416667,-14.0722305556,,,,,,,,,,,,,,,,,,132.0,F6-9,28.0040416667,-14.0722305556,21.27,0.88,0.97,0.65,0.86,0.8419,0.8415,0.8424,0.0,G040778,28.00414,-14.072292,21.3517,21.4462,18.158,0.8205,0.8093,0.8318,0.84189999,11.0077,8.96064,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0043,0.9243,26.070925,-6.6075,22.7631,23.6009,21.3032,0.1483,0.0055,0.0148,0.0065
205,28.001375,-14.0728833333,,,,,,,,,,,,,,,,,,133.0,F6-10,28.001375,-14.0728833333,22.39,0.59,0.76,0.37,0.83,0.8462,0.8461,0.8462,0.0,G040525,28.001454,-14.072945,22.4117,22.4339,20.1937,0.833,0.7712,0.8502,0.84619999,9.80301,11.9815,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8101,0.7868,26.102125,-9.0238,25.6008,24.6221,22.4737,0.0504,0.0375,0.0375,0.0126
206,27.9950833333,-14.0688083333,,,,,,,,,,,,,,,,,,134.0,F6-12,27.9950833333,-14.0688083333,21.04,0.55,0.72,0.38,0.84,0.85,0.8499,0.85,0.0,G041294,27.99518,-14.068874,21.1047,21.2111,18.4503,0.8451,0.8364,0.8544,0.85000002,10.4287,12.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.407,0.3833,24.395301,-9.321,27.008,21.3799,21.1004,0.03,0.126,0.0026,0.0059
207,27.986625,-14.06955,,,,,,,,,,,,,,,,,,135.0,F6-14,27.986625,-14.06955,21.22,1.22,1.06,0.76,0.88,0.8464,0.8459,0.8471,0.0,G041275,27.986721,-14.069611,21.2718,21.3278,99.0,0.8336,0.8302,0.8399,0.84640002,10.7895,27.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3332,17.333,26.7582,21.2783,0.1559,0.0002,0.213,0.0059
208,27.9790416667,-14.0630194444,,,,,,,,,,,,,,,,,,137.0,F6-16,27.9790416667,-14.0630194444,22.7,0.65,0.7,0.43,0.84,0.8404,0.8401,0.8407,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2934,0.9721,26.880867,-9.0174,21.7532,25.0784,22.7792,0.0312,0.0026,0.0481,0.0171
209,27.9777083333,-14.0697277778,,,,,,,,,,,,,,,,,,138.0,F6-17,27.9777083333,-14.0697277778,20.04,1.27,1.14,0.78,0.86,0.8485,0.8483,0.8487,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3475,1.1041,-99.0,-10.1058,25.259,26.092,20.0878,0.02,0.0227,0.0811,0.0036
210,27.9771666667,-14.0851111111,,,,,,,,,,,,,,,,,,139.0,F6-18,27.9771666667,-14.0851111111,21.24,1.19,1.07,0.75,0.87,0.8471,0.8468,0.8474,0.0,G038322,27.977238,-14.085176,21.3626,21.6456,18.3258,0.8186,0.8104,0.8339,0.84710002,11.1273,8.1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9456,25.0352,26.4941,21.3842,0.0371,0.0285,0.1187,0.0079
211,27.973625,-14.0865027778,,,,,,,,,,,,,,,,,,140.0,F6-19,27.973625,-14.0865027778,22.42,0.56,0.7,0.38,0.85,0.8412,0.841,0.8413,0.0,G038224,27.973704,-14.086574,22.4919,22.4757,20.0877,0.8214,0.7782,0.8373,0.84119999,9.93507,8.83466,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5246,0.6408,25.506388,-12.6581,26.5824,23.712,22.4995,0.0031,0.1734,0.0181,0.0129
212,27.96475,-14.0765722222,,,,,,,,,,,,,,,,,,141.0,F6-21,27.96475,-14.0765722222,21.52,1.18,1.07,0.69,0.85,0.8418,0.8414,0.8422,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2382,25.803,23.6027,21.5801,0.0392,0.0435,0.0169,0.007
213,27.9635,-14.0789777778,,,,,,,,,,,,,,,,,,142.0,F6-22,27.9635,-14.0789777778,21.5,1.25,1.07,0.76,0.88,0.8412,0.8404,0.8419,0.0,G039344,27.96358,-14.079056,21.5291,21.5274,18.5323,0.8228,0.8154,0.8306,0.84119999,10.8279,35.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4558,25.7536,26.2228,21.5494,0.6535,0.0325,0.0976,0.0063
214,27.9498333333,-14.0846138889,,,,,,,,,,,,,,,,,,145.0,F6-28,27.9498333333,-14.0846138889,21.13,0.95,1.05,0.71,0.86,0.8404,0.8399,0.8409,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1549,1.1122,26.119527,-7.3458,24.4988,24.3115,21.177,0.1044,0.0216,0.0373,0.0058
215,27.9422083333,-14.2235527778,,,,,,,,,,,,,,,,,,152.0,F7-10,27.9422083333,-14.2235527778,21.33,0.55,0.68,0.4,0.86,0.8628,0.8627,0.8628,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,27.9422083333,-14.2075222222,,,,,,,,,,,,,,,,,,153.0,F7-11,27.9422083333,-14.2075222222,20.99,0.53,0.71,0.41,0.87,0.8625,0.862,0.8631,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,27.9347916667,-14.2248416667,,,,,,,,,,,,,,,,,,155.0,F7-13,27.9347916667,-14.2248416667,21.15,0.59,0.8,0.55,0.9,0.8206,0.819,0.8215,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,27.9304166667,-14.2280416667,,,,,,,,,,,,,,,,,,156.0,F7-15,27.9304166667,-14.2280416667,22.63,0.56,0.6,0.35,0.84,0.8463,0.8462,0.8464,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,27.9132083333,-14.2359527778,,,,,,,,,,,,,,,,,,162.0,F7-22,27.9132083333,-14.2359527778,21.73,1.01,0.89,0.64,0.87,0.8148,0.8146,0.8149,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,27.90675,-14.21195,,,,,,,,,,,,,,,,,,164.0,F7-25,27.90675,-14.21195,22.69,0.44,0.51,0.32,0.97,0.8648,0.8647,0.8649,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,27.89125,-14.1908305556,,,,,,,,,,,,,,,,,,168.0,F7-34,27.89125,-14.1908305556,21.6,0.84,0.98,0.66,0.87,0.8642,0.8636,0.8648,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7364,1.9653,,,,,,,,,
222,27.8846666667,-14.18955,,,,,,,,,,,,,,,,,,170.0,F7-36,27.8846666667,-14.18955,22.19,0.72,0.91,0.56,0.86,0.8679,0.8677,0.8682,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,28.202125,-14.12265,,,,,,,,,,,,,,,,,,184.0,F8-30,28.202125,-14.12265,22.81,0.46,0.55,0.28,0.9,0.835,0.8349,0.835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1947,0.4113,24.878387,99.0,24.4577,23.2593,22.9126,99.0,0.0133,0.0112,0.0196
224,27.956179,-14.15652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G024403,27.956179,-14.15652,22.1946,22.2095,19.7183,0.8484,0.8341,0.8792,0.85575998,9.81241,8.06895,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1067,0.3105,25.63166,-13.0878,24.435,24.3497,22.2011,0.0019,0.0226,0.0364,0.0112
225,27.989012,-14.153141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025070,27.989012,-14.153141,21.823,21.8533,19.2425,0.8408,0.8162,0.8624,0.85878998,10.1157,5.05183,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2723,0.3315,25.05232,-6.943,25.5586,24.5347,21.8726,0.1772,0.0424,0.0346,0.0089
226,27.992221,-14.15261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025342,27.992221,-14.15261,20.5732,20.6913,17.8841,0.8472,0.8308,0.8628,0.8574,11.1056,4.35833,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.2264,23.745568,99.0,25.6235,21.7379,20.5595,99.0,0.0337,0.0038,0.0041
227,27.994853,-14.15302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025310,27.994853,-14.15302,21.3346,21.5426,18.5708,0.8568,0.8459,0.868,0.85478002,10.7156,4.08981,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4505,0.3812,25.561791,99.0,23.0688,23.8616,21.3089,99.0,0.0051,0.0367,0.0078
228,27.973266,-14.145633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G026426,27.973266,-14.145633,22.8671,22.8809,21.0776,0.8578,0.8496,0.8678,0.84852999,9.31592,4.3944,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8312,0.2634,24.270549,-10.6092,29.4407,24.0292,22.6549,0.0169,0.4123,0.0317,0.018
229,28.079127,-14.142522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027251,28.079127,-14.142522,21.692,21.8356,19.4443,0.873,0.852,0.8936,0.84138,10.089,2.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3871,0.2796,24.101466,99.0,25.6789,25.6377,21.7437,99.0,0.0514,0.0827,0.0102
230,28.167684,-14.140836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027699,28.167684,-14.140836,20.3869,20.5352,17.5368,0.8597,0.8511,0.865,0.86256999,11.3622,5.30613,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8636,0.6654,-99.0,-6.2865,27.0461,25.0953,20.4013,0.3428,0.1173,0.0401,0.0036
231,28.085181,-14.138197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027947,28.085181,-14.138197,22.8995,22.9386,19.7755,0.8607,0.8468,0.8736,0.85694999,10.1579,2.26049,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7258,1.6396,26.910083,-9.0854,25.5007,26.0105,22.7992,0.0319,0.0407,0.1233,0.0203
232,28.045628,-14.138791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028004,28.045628,-14.138791,20.8178,20.8948,17.8552,0.8572,0.8509,0.8605,0.85658997,10.8541,2.63616,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7871,0.4873,,99.0,28.263,25.5655,20.8295,99.0,0.1904,0.0658,0.0045
233,28.043078,-14.137124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028205,28.043078,-14.137124,21.4604,21.4882,18.3943,0.8291,0.8179,0.8415,0.85680997,10.6081,1.86907,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,0.9739,26.974603,-6.9585,21.7457,25.8188,21.3766,0.223,0.0026,0.1052,0.0067
234,28.081751,-14.135047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028464,28.081751,-14.135047,23.1245,23.1183,20.6091,0.8427,0.8222,0.8648,0.83964998,9.54949,2.24096,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1311,0.6173,26.485195,-8.4417,25.3421,26.3803,23.1256,0.0555,0.0361,0.1461,0.0224
235,28.190043,-14.129816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G029492,28.190043,-14.129816,22.9311,22.949,21.7751,0.866,0.8554,0.8749,0.85391003,9.21126,6.14357,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8587,0.2383,24.398016,-7.3365,22.6643,24.7898,22.9446,0.0966,0.005,0.0637,0.0207
236,27.947419,-14.126204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G030278,27.947419,-14.126204,22.2747,22.2826,20.0566,0.8593,0.8502,0.8686,0.85434002,9.82184,4.56056,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9366,0.2878,25.001314,-10.6012,25.4622,24.6452,22.2525,0.0104,0.0269,0.0289,0.0116
237,27.995624,-14.12512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G030489,27.995624,-14.12512,22.3161,22.3567,19.4573,0.8827,0.8664,0.8988,0.85387999,10.06,3.93931,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6931,0.4068,26.187213,99.0,23.9975,24.8069,22.3068,99.0,0.0142,0.0473,0.013
238,27.973131,-14.118056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G031835,27.973131,-14.118056,22.4862,22.4809,20.1276,0.888,0.8719,0.9027,0.85986,9.8868,1.65631,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4921,0.3607,25.732796,-7.8465,25.6532,24.8426,22.5037,0.1332,0.0316,0.0337,0.0137
239,28.200215,-14.107424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G033724,28.200215,-14.107424,23.1521,23.1309,20.345,0.8466,0.8251,0.8623,0.84337997,9.57905,2.97277,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9442,0.5297,25.77923,-11.2438,27.5521,99.0,23.1572,0.0115,0.2488,99.0,0.021
240,28.09575,-14.100782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G035134,28.09575,-14.100782,22.9049,23.0852,21.183,0.8689,0.8568,0.8822,0.85683,9.44647,0.994662,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.961,0.3604,24.704137,-8.3302,24.8324,22.7061,22.6378,0.0557,0.0211,0.0085,0.021
241,28.11016,-14.09941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G035400,28.11016,-14.09941,22.284,22.3507,19.6484,0.8765,0.8501,0.916,0.84316999,9.90418,1.32328,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9715,0.2608,25.400362,99.0,25.7278,24.2233,22.2681,99.0,0.0659,0.0198,0.012
242,28.029755,-14.094936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036395,28.029755,-14.094936,21.2655,21.4386,18.8012,0.8206,0.805,0.8344,0.83655,10.1654,5.50761,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8611,0.3063,23.836771,-10.5718,26.0359,27.0068,21.3399,0.0114,0.0641,0.1682,0.0073
243,28.129635,-14.092313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036768,28.129635,-14.092313,22.3608,22.4251,20.0792,0.868,0.8569,0.8787,0.86861998,9.68933,2.43031,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6385,0.2278,24.0162,-7.0086,25.9784,26.5844,22.3772,0.1415,0.045,0.1437,0.014
244,28.17335,-14.092475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036874,28.17335,-14.092475,21.5124,21.6122,18.345,0.8476,0.8324,0.8663,0.83161002,10.7118,26.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26,0.2959,25.296004,-11.6107,26.1127,22.9486,21.5098,0.0066,0.0427,0.0111,0.0079
245,28.151567,-14.089537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G037277,28.151567,-14.089537,22.5557,22.6266,20.9422,0.8188,0.8101,0.8294,0.83507001,9.24556,12.9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4704,0.2663,23.950527,-8.7374,24.4064,26.4038,22.5662,0.0494,0.0183,0.1026,0.0165
246,28.160223,-14.081116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G038937,28.160223,-14.081116,22.2269,22.2523,19.1885,0.8598,0.8394,0.8747,0.84583002,9.97299,7.77169,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9914,0.3648,24.766017,-13.97,22.5779,25.5211,22.2543,0.0012,0.0061,0.0779,0.0146
247,28.151524,-14.062776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G042317,28.151524,-14.062776,22.5162,22.5355,19.6638,0.8347,0.8249,0.8474,0.83938003,9.84509,4.14998,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4984,0.4642,-99.0,-9.6105,26.0556,24.0766,22.5325,0.0291,0.0394,0.0225,0.0142
248,28.281471,-14.060035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G042815,28.281471,-14.060035,21.4017,21.4537,18.1789,0.8297,0.8121,0.8437,0.83271003,10.9212,1.54582,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7548,1.5882,,-8.706,24.572,24.9916,21.3923,0.0358,0.0163,0.044,0.0064
249,28.177422,-14.048164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G044813,28.177422,-14.048164,22.9439,22.9495,20.1404,0.8169,0.8059,0.8279,0.84513998,9.65539,4.63067,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3274,0.3407,25.298562,-7.4122,27.3116,25.2964,22.9653,0.1222,0.2287,0.0479,0.018
250,28.118199,-14.041846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G046005,28.118199,-14.041846,21.3696,21.4282,18.1709,0.7927,0.7751,0.8146,0.8319,10.9623,1.55548,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0001,0.4793,-99.0,-8.7006,23.5653,22.2033,21.3889,0.0385,0.0112,0.0054,0.0064
251,28.207339,-14.034692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G047214,28.207339,-14.034692,23.0501,23.0655,99.0,0.8464,0.8403,0.85,0.84060001,9.15791,4.51584,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1296,0.531,24.281643,-8.7632,26.2063,26.4678,23.1023,0.0469,0.0617,0.1796,0.0221
252,28.190827,-14.025785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G048800,28.190827,-14.025785,22.1943,22.3436,19.3509,0.8243,0.8115,0.8355,0.83626002,10.1421,89.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7879,0.3393,-99.0,-9.2083,25.3223,27.1603,22.16,0.0269,0.0494,0.2039,0.014
253,28.186463,-14.024995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G048881,28.186463,-14.024995,22.3254,22.3742,99.0,0.8283,0.8251,0.8378,0.83722001,9.52491,60.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6471,0.1727,24.300144,99.0,25.129,24.766,22.4046,99.0,0.0261,0.0315,0.0121
254,28.104552,-14.022015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049620,28.104552,-14.022015,20.9304,21.1252,18.0969,0.8256,0.811,0.8407,0.84116,10.8328,1.38464,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.716,0.1717,25.380084,-9.0337,26.9914,25.1376,20.9208,0.0375,0.1003,0.0356,0.0055
255,28.100314,-14.020494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049707,28.100314,-14.020494,22.161,22.1658,19.3338,0.7786,0.7035,0.975,0.84579998,10.409,1.94952,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0974,0.4106,-99.0,-11.4218,20.2813,21.3053,22.1498,0.007,0.0009,0.0036,0.0102
256,28.149614,-14.019238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049930,28.149614,-14.019238,21.3599,21.3919,18.3141,0.7914,0.774,0.8093,0.82679999,10.8049,5.73452,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.757,0.7308,28.955952,-8.0706,25.8744,22.6878,21.3497,0.0447,0.0354,0.0072,0.0058
257,28.205408,-14.014671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G050708,28.205408,-14.014671,21.8879,21.9604,19.6184,0.8568,0.8503,0.8635,0.84742999,9.97525,6.92021,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7666,0.2232,24.937538,-10.136,25.3225,26.4304,21.9186,0.0138,0.0355,0.0778,0.0093
258,28.207903,-14.012311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051036,28.207903,-14.012311,21.953,22.1084,18.4825,0.8617,0.849,0.8734,0.84601998,10.8576,3.75059,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5772,0.5555,27.794843,-7.3946,25.1461,25.674,22.0211,0.1075,0.0368,0.0513,0.0116
259,28.216422,-14.011641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051318,28.216422,-14.011641,21.8881,21.9549,19.3803,0.8542,0.8413,0.8684,0.84658003,9.98368,7.41179,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5829,0.205,24.586246,-9.1578,26.9828,24.5205,21.8399,0.0468,0.0681,0.0295,0.0096
260,28.167363,-14.01078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051450,28.167363,-14.01078,22.1828,22.2179,18.7081,0.8734,0.8514,0.8898,0.86467999,10.7467,3.78675,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2808,0.3614,27.603149,-10.8278,25.9872,24.8855,22.1838,0.0104,0.0578,0.0516,0.0108
261,28.179848,-14.009785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051612,28.179848,-14.009785,23.1103,23.1176,19.8178,0.8367,0.8265,0.8447,0.83655,9.5427,9.7493,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3594,0.2283,25.781405,-8.6205,18.5941,29.1422,23.063,0.0449,0.0004,1.52,0.0214
262,28.204828,-14.006661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G052025,28.204828,-14.006661,23.016,22.986,19.9188,0.8336,0.8203,0.8498,0.84614998,9.87247,17.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4923,0.5662,28.703026,-9.0466,26.1681,21.4625,23.0185,0.0597,0.0452,0.0028,0.0171
263,28.097525,-14.003121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G053250,28.097525,-14.003121,20.4214,20.9947,17.8796,0.8499,0.8297,0.865,0.82999998,11.3368,1.81426,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0595,0.1964,23.9017,-8.1624,22.2876,24.0365,20.4408,0.077,0.0034,0.0233,0.0051
264,28.206596,-13.995127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054127,28.206596,-13.995127,23.2832,23.2723,21.8111,0.8227,0.8155,0.8297,0.83947003,9.13778,19.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6869,0.3438,25.083153,-6.4099,24.5641,24.5784,23.2225,0.3331,0.0168,0.0396,0.0237
265,28.232817,-13.997917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054289,28.232817,-13.997917,20.516,20.9502,17.5406,0.8436,0.7866,0.9043,0.83759999,11.1927,5.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3278,26.6925,25.4014,20.5316,0.1185,0.0786,0.0438,0.0051
266,28.12745,-13.993345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054545,28.12745,-13.993345,22.2436,22.2694,18.972,0.84,0.7911,0.8742,0.82590002,10.4574,2.72134,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.95,0.4728,-99.0,-10.9227,25.5291,23.7307,22.1688,0.0093,0.0531,0.0186,0.0111
267,28.259488,-13.993341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054874,28.259488,-13.993341,20.4504,20.6709,17.2531,0.7934,0.7823,0.8044,0.847,11.3442,4.82953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0933,23.3433,28.257,20.395,0.0084,0.0102,0.2784,0.0036
268,28.174871,-13.989929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055121,28.174871,-13.989929,22.1851,22.3478,19.2104,0.8501,0.8289,0.8622,0.84570003,10.4072,11.1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.986,0.3194,26.119706,-9.6396,26.2006,29.4026,22.2162,0.0249,0.0334,1.6578,0.0152
269,28.176263,-13.988999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055361,28.176263,-13.988999,22.276,22.3018,20.1252,0.8431,0.8368,0.8495,0.84377998,9.39336,10.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0782,0.1235,23.815518,-7.7429,25.8653,23.9215,22.2616,0.0645,0.0272,0.0166,0.0113
270,28.239191,-13.986855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055739,28.239191,-13.986855,21.7289,21.813,19.8557,0.8116,0.8051,0.8186,0.83829999,9.65187,8.69754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1776,26.5897,25.7004,21.7133,0.0469,0.0688,0.0994,0.009
271,28.233692,-13.987334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055841,28.233692,-13.987334,22.1516,22.3623,19.2854,0.8269,0.8117,0.8396,0.84824997,10.0765,18.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8435,26.7116,25.1621,22.1162,0.0449,0.0602,0.0487,0.0128
272,28.212027,-13.984191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G056236,28.212027,-13.984191,22.4875,22.6232,19.7083,0.7982,0.7719,0.8332,0.84075999,10.2441,16.9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8258,23.4595,25.9197,22.6288,0.0159,0.0087,0.1073,0.0171
273,28.170943,-13.980595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G056840,28.170943,-13.980595,22.7842,22.9266,20.8143,0.8058,0.7959,0.815,0.81968999,9.41544,67.9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6477,0.163,24.069323,-9.067,26.1982,24.7109,22.8695,0.0225,0.0412,0.0354,0.0237
274,28.197205,-13.978383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057197,28.197205,-13.978383,22.8466,22.8536,20.5385,0.8249,0.8182,0.8302,0.83611,9.22941,24.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8935,0.2119,24.154015,-7.6423,24.2798,21.4051,22.8663,0.0751,0.0162,0.0033,0.0176
275,28.24447,-13.977897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057273,28.24447,-13.977897,22.6893,22.6652,19.5673,0.8784,0.8524,0.8989,0.84170002,10.032,7.14058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4965,25.4625,22.4481,22.6572,0.0487,0.031,0.0075,0.0145
