,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV
288,28.170038,-13.964936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059823,28.170038,-13.964936,22.5741,22.5827,19.3514,0.81300000,0.81010000,0.81970000,0.82340002,10.3699,148.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,28.171727,-13.965037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059835,28.171727,-13.965037,22.4858,22.4877,19.3390,0.79090000,0.77540000,0.80840000,0.83499998,10.2435,196.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7569,0.2768,28.506228
290,28.226861,-13.964755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059922,28.226861,-13.964755,21.8436,21.8559,18.3939,0.84620000,0.79190000,0.88850000,0.84079999,10.8741,16.5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7882,0.5856,25.823506
291,28.173876,-13.962406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060377,28.173876,-13.962406,22.2466,22.2752,19.0029,0.79170000,0.75940000,0.83460000,0.8405,10.5811,170.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3735,0.6069,-99.0
292,28.166698,-13.962201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060441,28.166698,-13.962201,21.5334,21.6276,18.3762,0.81400000,0.79520000,0.83150000,0.83359998,10.8665,90.8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4634,0.4008,25.643832
293,28.166034,-13.962110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060488,28.166034,-13.962110,21.8560,21.9379,18.7095,0.72140000,0.70840000,0.73470000,0.86369997,10.7760,1.47538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,28.160319,-13.961059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060586,28.160319,-13.961059,22.4202,22.4095,19.3869,0.82800000,0.82210000,0.83480000,0.8373,10.6544,45.4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1559,1.0893,
295,28.166589,-13.960658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060666,28.166589,-13.960658,22.0605,22.1847,18.8901,0.85970000,0.83940000,0.87910000,0.83600003,10.8094,43.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2443,0.5343,27.178024
296,28.198438,-13.959474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G060903,28.198438,-13.959474,22.3102,22.3515,19.1151,0.75520000,0.74430000,0.76550000,0.83590001,10.3959,10.5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6072,0.5187,
297,28.167020,-13.954323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G061811,28.167020,-13.954323,23.1962,23.1777,21.0632,0.86960000,0.85800000,0.88000000,0.86839998,9.45613,14.5323,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7323,0.2651,25.874245
298,28.164358,-13.955829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G061780,28.164358,-13.955829,21.6989,21.8806,18.7886,0.83030000,0.81380000,0.84960000,0.8416,10.8000,39.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1059,0.6434,-99.0
299,28.217608,-13.951288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G062514,28.217608,-13.951288,22.4835,22.4745,19.3612,0.86090000,0.83930000,0.88400000,0.84210002,10.4824,11.2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3655,1.4270,
300,28.193380,-13.949391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G062906,28.193380,-13.949391,22.4795,22.5042,20.0381,0.84810000,0.82580000,0.86810000,0.83499998,9.66728,76.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7953,0.1768,24.270102
301,28.185312,-13.947523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063119,28.185312,-13.947523,23.0270,23.0053,20.1555,0.81330000,0.77710000,0.84040000,0.8186,9.98001,101.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,28.160541,-13.947736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063305,28.160541,-13.947736,20.9041,20.9534,18.0549,0.79420000,0.76700000,0.81310000,0.83249998,10.8414,20.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5998,0.4280,28.017472
303,28.180969,-13.946633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063411,28.180969,-13.946633,22.9718,23.0102,21.0016,0.82250000,0.81030000,0.83860000,0.84864002,9.19324,33.0278,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8714,0.2021,
304,28.167961,-13.946182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063506,28.167961,-13.946182,21.8821,21.8844,18.6887,0.81530000,0.80100000,0.83140000,0.83590001,10.5966,34.1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,28.190287,-13.945584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G063681,28.190287,-13.945584,22.0513,22.1400,18.9036,0.81390000,0.78740000,0.92150000,0.8452,10.7980,387.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3911,1.3511,
306,28.184236,-13.943397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064069,28.184236,-13.943397,22.0470,22.2366,19.3150,0.82940000,0.79010000,0.84900000,0.82819998,10.3608,58.5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8123,0.6488,27.417415
307,28.180087,-13.943029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064115,28.180087,-13.943029,22.4323,22.4555,19.4029,0.80300000,0.79120000,0.81790000,0.82169998,10.1357,48.6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,28.212047,-13.940339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G064793,28.212047,-13.940339,21.5571,21.6235,18.3347,0.81350000,0.78810000,0.82970000,0.84077001,10.7352,11.2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9730,0.7691,26.468993
309,28.196720,-13.937513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065201,28.196720,-13.937513,22.5433,22.5512,19.3503,0.82830000,0.80630000,0.84900000,0.83977997,10.4704,19.8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8693,0.7377,26.777266
310,28.132958,-13.938321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065289,28.132958,-13.938321,21.2790,21.3803,17.8771,0.79330000,0.63550000,0.86290000,0.8369,10.9554,7.76073,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4285,0.3279,25.999307
311,28.267025,-13.936173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065430,28.267025,-13.936173,23.1560,23.2859,20.3937,0.86460000,0.85080000,0.88620000,0.84358001,9.58005,2.85307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,28.183731,-13.935613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065544,28.183731,-13.935613,22.6232,22.6219,20.0791,0.84880000,0.83360000,0.86100000,0.82005,9.75698,17.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4498,0.3209,27.374476
313,28.150043,-13.935505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065661,28.150043,-13.935505,21.8555,21.9450,19.0228,0.80890000,0.72340000,0.84690000,0.8617,10.4545,44.4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8954,0.6345,26.562737
314,28.144432,-13.932852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066139,28.144432,-13.932852,21.4010,21.4112,18.3477,0.81940000,0.81030000,0.82930000,0.8344,10.6676,17.0788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,28.172935,-13.931660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066224,28.172935,-13.931660,23.0478,23.0515,19.9365,0.78340000,0.76590000,0.80430000,0.81739998,9.87012,32.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,28.089933,-13.931411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066478,28.089933,-13.931411,22.0666,22.2279,19.9329,0.85250000,0.78220000,0.87730000,0.84399998,9.77970,0.824518,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7181,0.4901,25.026352
317,28.227852,-13.929566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066667,28.227852,-13.929566,22.6748,22.9196,21.0946,0.80080000,0.78280000,0.82440000,0.83137,9.62320,6.88950,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8326,1.1689,26.630514
318,28.283206,-13.928175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G066990,28.283206,-13.928175,21.6141,21.6600,18.3450,0.82650000,0.81010000,0.84950000,0.84561002,10.8214,3.71822,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8046,0.7463,
319,28.164286,-13.928464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067044,28.164286,-13.928464,21.4943,21.6233,18.2477,0.83920000,0.82540000,0.84950000,0.83759999,10.7078,9.93808,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7518,0.1439,23.857998
320,28.257895,-13.927733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067060,28.257895,-13.927733,22.1944,22.2528,20.1544,0.84570000,0.82610000,0.85940000,0.847,9.61983,2.89173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,28.264623,-13.927420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067074,28.264623,-13.927420,22.2954,22.2728,19.1853,0.86670000,0.84250000,0.87960000,0.84220999,10.4707,2.28343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,28.230219,-13.923668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G067815,28.230219,-13.923668,22.8026,23.0887,19.4248,0.78230000,0.75810000,0.80450000,0.84091997,10.4660,4.14625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,28.143413,-13.921331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068231,28.143413,-13.921331,22.6438,22.6473,20.3314,0.85680000,0.83710000,0.87090000,0.83749998,9.61988,5.31896,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8727,0.2398,25.498656
324,28.210006,-13.919317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068509,28.210006,-13.919317,23.2870,23.3391,20.5002,0.88040000,0.86590000,0.89410000,0.84241003,8.81367,1.89887,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7221,0.4163,26.947148
325,28.207664,-13.919477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G068560,28.207664,-13.919477,22.8791,22.9048,19.6565,0.82480000,0.81540000,0.83460000,0.83769,10.0212,7.35536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,28.155103,-13.913979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G069625,28.155103,-13.913979,23.2494,23.2357,21.1536,0.82050000,0.80630000,0.83800000,0.82801002,9.42282,7.11907,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8496,0.4524,26.177946
327,28.227524,-13.911937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070071,28.227524,-13.911937,22.4823,22.5017,18.9783,0.83650000,0.82070000,0.85850000,0.84698999,10.4104,8.51828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,28.218681,-13.910631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070256,28.218681,-13.910631,22.0102,22.0387,18.7772,0.82050000,0.80510000,0.83600000,0.83152997,10.6442,28.0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,28.142915,-13.908071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070927,28.142915,-13.908071,20.5700,20.9041,18.0510,0.83080000,0.82120000,0.83970000,0.83998001,11.2191,5.30808,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1626,1.2541,25.908289
330,28.273550,-13.906496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G070914,28.273550,-13.906496,23.0879,23.1230,21.2956,0.83530000,0.82700000,0.84290000,0.83867002,9.14516,4.01022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,28.182015,-13.905483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G071393,28.182015,-13.905483,21.5736,21.6372,18.5227,0.78920000,0.76470000,0.81660000,0.84380001,10.8647,20.3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7389,0.7423,25.341489
332,28.239907,-13.903057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G071802,28.239907,-13.903057,22.4958,22.5173,19.3443,0.79190000,0.66080000,0.82690000,0.84806001,10.0146,2.77269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,28.270562,-13.900117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072243,28.270562,-13.900117,22.8434,22.8575,20.6053,0.84110000,0.83510000,0.84950000,0.86559999,9.16485,3.02030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,28.220099,-13.899420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072385,28.220099,-13.899420,23.1085,23.1518,21.6787,0.87090000,0.84000000,0.89020000,0.84719002,9.90557,3.61104,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6719,0.7512,25.365941
335,28.305874,-13.898278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G072586,28.305874,-13.898278,22.2675,22.2994,19.9608,0.82200000,0.81050000,0.83320000,0.83499002,9.76066,10.3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1996,0.5474,25.659569
336,28.158023,-13.895094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073241,28.158023,-13.895094,21.9974,21.9828,19.0219,0.82360000,0.82010000,0.94570000,0.84170002,10.7174,65.7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,28.162843,-13.894320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073490,28.162843,-13.894320,22.1137,22.0980,18.8337,0.81990000,0.81110000,0.82960000,0.84259999,10.6285,41.7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,28.184775,-13.893399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G073683,28.184775,-13.893399,21.5372,21.5847,18.5124,0.80170000,0.79140000,0.81460000,0.83560002,10.4707,11.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7658,2.0694,26.401727
339,28.290002,-13.890344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G074206,28.290002,-13.890344,22.1322,22.2361,19.8161,0.86150000,0.85030000,0.89020000,0.86464,9.79908,4.04954,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5305,0.3958,24.151249
340,28.151611,-13.890713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G074464,28.151611,-13.890713,20.5968,20.7295,17.6554,0.84000000,0.82980000,0.84690000,0.84200001,11.3551,44.7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,28.257366,-13.885734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G075308,28.257366,-13.885734,21.5743,21.6255,18.2320,0.81920000,0.79920000,0.84280000,0.83636999,10.5164,2.35836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,28.153142,-13.882523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G075899,28.153142,-13.882523,22.3913,22.5718,20.1567,0.83350000,0.82040000,0.85010000,0.82577002,9.83886,11.2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0677,0.5232,24.830001
343,28.214428,-13.879736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076329,28.214428,-13.879736,22.8449,22.8519,20.6352,0.81760000,0.81020000,0.82490000,0.82669997,9.50297,2.77405,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1412,0.4174,24.986573
344,28.233329,-13.878395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076764,28.233329,-13.878395,21.0259,21.2020,17.9366,0.88270000,0.83530000,0.90280000,0.86540002,11.1639,4.30237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,28.180490,-13.879287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G076881,28.180490,-13.879287,20.6377,20.7979,17.6315,0.82430000,0.81050000,0.84220000,0.83990002,11.1661,3.67220,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7109,1.1679,
346,28.298332,-13.870413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G078895,28.298332,-13.870413,20.8736,21.3725,18.8192,0.84000000,0.81460000,0.86770000,0.83585,10.3991,4.29843,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6767,0.2679,23.723805
347,28.234698,-13.865238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G079647,28.234698,-13.865238,20.9493,21.0289,17.9243,0.81490000,0.80150000,0.82800000,0.8283,11.0397,12.8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,28.238792,-13.857535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G081219,28.238792,-13.857535,22.0260,22.0259,19.1123,0.80100000,0.78590000,0.81420000,0.82922,10.4230,3.28632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,28.206277,-13.851238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G083496,28.206277,-13.851238,21.8874,21.8905,20.1387,0.82750000,0.81810000,0.83970000,0.83660001,9.71608,1.69181,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1980,0.2418,24.026584
350,28.205199,-13.981891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G095068,28.205199,-13.981891,21.9683,21.9736,18.8721,0.82400000,0.81150000,0.83820000,0.84186,10.3947,40.7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
