,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV
130,28.1763,-13.933547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065967,28.176309,-13.933534,21.9250,21.9778,18.7938,0.79540000,0.77510000,0.82400000,0.84170002,10.6828,62.0936,1204,28.1763,-13.933547,0.8416,0,3,23.756,0.027,23.832,0.019,22.559,0.011,22.68,0.008,21.99,0.011,22.107,0.008,21.579,0.08,21.402,0.084,20.739,0.068,20.598,0.072,3.5E10,25.7900,0.6343,-99.0
131,28.168779,-13.935972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G065468,28.168785,-13.935971,22.3655,22.3525,19.2862,0.77380000,0.75090000,0.81810000,0.83069998,10.3402,14.9128,1246,28.168779,-13.935972,0.8306,0,-5,24.078,0.016,24.041,0.016,22.939,0.007,22.895,0.007,22.395,0.007,22.349,0.007,22.354,0.114,21.888,0.104,21.62,0.103,21.138,0.093,1.3E10,26.6814,1.0512,-99.0
132,28.165367,-13.941583,,,,,,,,,,,,,,,,,,14,F1-23,28.1653333333,-13.9416138889,22.45,0.68,0.85,0.39,0.80,0.846,0.8458,0.8461,0,G064375,28.165389,-13.941581,22.4998,22.5215,19.4562,0.82940000,0.81740000,0.84240000,0.84600002,10.0495,41.0874,1316,28.165367,-13.941583,0.8456,1,8,23.707,0.017,23.834,0.013,22.829,0.009,22.937,0.007,22.471,0.012,22.588,0.009,22.114,0.101,21.949,0.107,21.579,0.102,21.362,0.103,1.5E10,25.1883,0.4531,26.391451
133,28.188817,-13.943542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,28.188817,-13.943542,0.829,0,-5,23.828,0.02,23.997,0.016,22.775,0.009,22.912,0.007,22.199,0.009,22.331,0.007,21.867,0.092,21.73,0.098,21.157,0.083,21.02,0.088,2.7E10,,,
134,28.195113,-13.947133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,28.195113,-13.947133,0.8334,1,-4,24.628,0.024,24.578,0.027,23.513,0.011,23.464,0.012,22.906,0.01,22.85,0.011,23.031,0.157,22.414,0.134,22.274,0.139,21.609,0.116,7.7E9,,,
135,28.197421,-13.955022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,28.197421,-13.955022,0.8415,0,-1,24.033,0.028,24.079,0.024,22.757,0.01,22.816,0.009,22.102,0.01,22.161,0.009,21.863,0.091,21.513,0.089,21.174,0.084,20.825,0.08,1.8E10,,,
136,28.135171,-14.00835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G052073,28.135234,-14.008416,20.7641,20.9694,17.8868,0.77210000,0.75640000,0.80160000,0.82639998,10.8756,2.48106,1514,28.135171,-14.00835,0.8264,0,-5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.4267,0.6109,27.863298
137,28.21259,-14.005223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,28.21259,-14.005223,0.8367,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.1622,0.2714,25.067885
138,28.130333,-13.946144,,,,,,,,,,,,,,,,,,25,F1-36,28.1303333333,-13.946175,22.63,1.09,1.17,0.61,0.80,0.8281,0.8272,0.8289,1,G063460,28.130408,-13.946150,22.7226,22.7425,19.3202,0.74330000,0.74010000,0.80790000,0.82810003,10.3877,1.57446,5004,28.130333,-13.946144,0.8292,1,3,24.521,0.046,24.562,0.039,23.311,0.018,23.38,0.016,22.741,0.018,22.799,0.016,19.75,0.035,24.178,0.05,23.131,0.084,22.819,0.084,3.8E9,,,
139,28.142258,-13.938281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,28.142258,-13.938281,0.8691,1,0,24.611,0.038,24.583,0.039,23.866,0.023,23.828,0.023,23.532,0.029,23.49,0.03,23.604,0.23,23.109,0.22,22.933,0.209,22.572,0.218,3.6E9,24.0481,0.2682,25.316007
140,28.143371,-13.938303,,,,,,,,,,,,,,,,,,21,F1-31,28.14325,-13.9384166667,22.66,0.51,0.60,0.30,0.84,0.8678,0.8678,0.8679,0,G065000,28.143338,-13.938387,22.7157,22.7217,20.4333,0.86660000,0.86040000,0.87280000,0.8678,9.55575,5.40194,5011,28.143371,-13.938303,0.8691,1,0,24.23,0.028,24.186,0.027,23.699,0.021,23.649,0.02,23.383,0.027,23.332,0.026,23.431,0.196,22.904,0.18,23.142,0.231,22.733,0.232,3.4E9,24.1404,0.2802,24.971044
141,28.206679,-13.977392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015,28.206679,-13.977392,0.846,0,-2,23.939,0.019,24.02,0.016,22.768,0.008,22.833,0.006,22.075,0.007,22.133,0.006,21.814,0.089,21.549,0.09,21.081,0.08,20.831,0.081,3.2E10,,,
142,28.225229,-13.980014,,,,,,,,,,,,,,,,,,32,F2-8,28.2252083333,-13.9800555556,20.94,0.67,0.81,0.49,0.85,0.8398,0.8396,0.8403,0,G057131,28.225241,-13.980067,21.0276,21.2493,18.2275,0.85610000,0.83840000,0.86940000,0.8398,10.5709,14.0621,5020,28.225229,-13.980014,0.8387,1,6,22.226,0.011,23.088,0.01,21.405,0.006,22.143,0.005,21.07,0.008,21.723,0.006,20.591,0.053,20.901,0.067,19.967,0.052,20.239,0.062,9.3E10,23.2016,0.2374,23.957695
143,28.198604,-14.013047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051133,28.198565,-14.013068,21.4169,21.5864,99.0000,0.86740000,0.84750000,0.88050000,0.83783001,10.0908,2.66609,5027,28.198604,-14.013047,0.8381,1,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.6610,0.1258,23.190635
144,28.181696,-13.977425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5034,28.181696,-13.977425,0.8304,0,0,25.013,0.048,24.955,0.053,23.722,0.018,23.66,0.02,23.071,0.017,23.006,0.019,23.168,0.167,22.561,0.144,22.434,0.149,21.981,0.139,7.1E9,,,
145,28.182488,-14.009394,,,,,,,,,,,,,,,,,,64,F3-14,28.1824583333,-14.0094166667,22.02,1.19,1.09,0.67,0.83,0.8282,0.8278,0.8289,0,G051639,28.182472,-14.009415,22.0864,22.0821,99.0000,0.83570000,0.82400000,0.84870000,0.82819998,10.0998,8.35505,5042,28.182488,-14.009394,0.8287,1,-1,23.99,0.02,23.939,0.021,22.766,0.008,22.733,0.009,22.181,0.008,22.141,0.009,98.986,nan,98.732,nan,98.991,nan,98.752,nan,nan,27.1894,0.9504,
146,28.179425,-13.907953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049,28.179425,-13.907953,0.8447,1,1,23.599,0.023,23.843,0.019,22.35,0.009,22.581,0.008,21.752,0.009,21.944,0.007,98.986,nan,98.732,nan,98.991,nan,98.752,nan,nan,,,
147,28.195446,-13.902383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G095056,28.195432,-13.902388,21.7940,21.8346,18.8527,0.84010000,0.80830000,0.86240000,0.83880001,10.4027,4.20778,5063,28.195446,-13.902383,0.8402,0,-5,23.741,0.019,23.726,0.017,22.593,0.008,22.58,0.007,21.96,0.008,21.944,0.007,98.986,nan,98.732,nan,98.991,nan,98.752,nan,nan,,,
148,28.208583333333333,-13.959691666666666,,,,,,,,,,,,,,,,,,5,F1-6,28.2085833333,-13.9596916667,22.64,1.17,1.13,0.63,0.80,0.8406,0.8404,0.8408,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,28.171375000000001,-13.961952777777778,,,,,,,,,,,,,,,,,,13,F1-21,28.171375,-13.9619527778,21.31,1.29,1.20,0.79,0.87,0.8323,0.8318,0.8328,0,G060518,28.171419,-13.961955,21.3705,21.3906,18.0412,0.82030000,0.81150000,0.82890000,0.83230001,10.9595,100.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5993,0.7549,-99.0
150,28.158416666666668,-13.9611,,,,,,,,,,,,,,,,,,15,F1-25,28.1584166667,-13.9611,22.62,0.57,0.63,0.40,0.87,0.8272,0.8270,0.8273,0,G060554,28.158451,-13.961108,22.6965,22.7109,20.5950,0.84570000,0.83150000,0.86040000,0.8272,9.86183,30.1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8807,0.2918,26.079377
151,28.155333333333331,-13.967755555555556,,,,,,,,,,,,,,,,,,16,F1-26,28.1553333333,-13.9677555556,22.89,0.46,0.65,0.32,0.88,0.8558,0.8557,0.8559,0,G059282,28.155405,-13.967768,22.9479,22.9373,20.9552,0.83580000,0.81430000,0.85670000,0.85579997,9.42609,25.8103,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4639,0.2376,25.192288
152,28.147916666666667,-13.947138888888889,,,,,,,,,,,,,,,,,,19,F1-29,28.1479166667,-13.9471388889,21.54,1.26,1.15,0.75,0.86,0.829,0.8285,0.8293,0,G063407,28.148006,-13.947110,21.5991,21.6304,18.3416,0.80980000,0.80140000,0.81910000,0.829,10.6339,15.3862,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0692,0.8525,
153,28.132416666666664,-13.938769444444445,,,,,,,,,,,,,,,,,,24,F1-35,28.1324166667,-13.9387694444,22.52,0.69,0.74,0.42,0.80,0.8389,0.8388,0.8389,0,G064957,28.132510,-13.938748,22.6121,22.6444,19.8603,0.82860000,0.81030000,0.84450000,0.83890003,9.84285,7.14685,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8888,0.4014,25.65324
154,28.122875000000004,-13.937133333333334,,,,,,,,,,,,,,,,,,28,F1-39,28.122875,-13.9371333333,23.57,0.53,0.60,0.33,0.85,0.8665,0.8664,0.8665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1280,0.4562,26.254254
155,28.216666666666669,-14.006319444444445,,,,,,,,,,,,,,,,,,29,F2-2,28.2166666667,-14.0063194444,22.45,0.42,0.53,0.32,0.96,0.8378,0.8377,0.8378,0,G052165,28.216674,-14.006310,22.5465,22.5968,19.9229,0.82580000,0.81440000,0.83820000,0.83780003,9.77802,10.6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6988,0.2167,24.349564
156,28.222625000000001,-14.013452777777777,,,,,,,,,,,,,,,,,,30,F2-3,28.222625,-14.0134527778,22.04,1.16,1.04,0.64,0.83,0.8337,0.8328,0.8349,1,G050896,28.222640,-14.013438,22.0434,22.0433,19.0626,0.82320000,0.81360000,0.83830000,0.8337,10.2971,8.00234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,28.222625000000001,-13.991680555555556,,,,,,,,,,,,,,,,,,31,F2-6,28.222625,-13.9916805556,21.29,1.19,1.17,0.74,0.84,0.8653,0.8652,0.8655,0,G054825,28.222633,-13.991701,21.2927,21.3241,18.1328,0.78450000,0.75460000,0.81190000,0.8653,10.7171,5.49632,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8689,0.7693,27.058843
158,28.244208333333333,-14.024608333333333,,,,,,,,,,,,,,,,,,33,F2-9,28.2442083333,-14.0246083333,21.67,0.50,0.77,0.36,0.86,0.85,0.8498,0.8503,0,G049045,28.244264,-14.024586,21.7365,21.8485,99.0000,0.86950000,0.85290000,0.89240000,0.85000002,10.1476,7.42336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,28.230833333333333,-13.977205555555555,,,,,,,,,,,,,,,,,,35,F2-11,28.2308333333,-13.9772055556,20.02,1.22,1.12,0.76,0.85,0.8411,0.8407,0.8414,0,G058189,28.230841,-13.977213,20.0495,20.3941,17.2041,0.81390000,0.80230000,0.82750000,0.84109998,11.5971,16.4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,28.250875000000001,-13.998044444444444,,,,,,,,,,,,,,,,,,39,F2-16,28.250875,-13.9980444444,21.63,0.75,0.92,0.53,0.84,0.8449,0.8447,0.8450,0,G053822,28.250923,-13.998067,21.7187,21.9163,18.2974,0.88680000,0.84740000,0.92140000,0.84490001,10.6489,9.45392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,28.250374999999998,-13.966825,,,,,,,,,,,,,,,,,,42,F2-20,28.250375,-13.966825,19.71,1.18,1.11,0.69,0.81,0.8409,0.8405,0.8414,0,G059995,28.250430,-13.966822,19.8022,20.0329,16.9777,0.81310000,0.81010000,0.81980000,0.8409,11.5132,5.06432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,28.254458333333332,-13.971688888888888,,,,,,,,,,,,,,,,,,43,F2-21,28.2544583333,-13.9716888889,22.83,0.51,0.66,0.34,0.86,0.8461,0.8459,0.8463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,28.260999999999999,-13.961133333333333,,,,,,,,,,,,,,,,,,45,F2-24,28.261,-13.9611333333,21.08,0.66,0.79,0.47,0.84,0.8398,0.8397,0.8400,0,G060750,28.261041,-13.961117,21.1519,21.2787,18.2150,0.85920000,0.84140000,0.87930000,0.8398,10.5874,3.37685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,28.287499999999998,-13.966975,,,,,,,,,,,,,,,,,,50,F2-33,28.2875,-13.966975,21.23,1.01,1.01,0.69,0.86,0.8443,0.8442,0.8445,0,G059740,28.287553,-13.966951,21.3203,21.5376,18.2489,0.81730000,0.79630000,0.83360000,0.84429997,10.8951,6.67699,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8635,0.9138,
165,28.287791666666667,-13.954047222222222,,,,,,,,,,,,,,,,,,52,F2-35,28.2877916667,-13.9540472222,20.96,1.06,1.00,0.66,0.84,0.8449,0.8446,0.8453,0,G062152,28.287856,-13.953986,21.1337,21.3442,18.4661,0.79540000,0.78150000,0.81230000,0.84490001,10.5811,9.06028,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8888,0.5693,
166,28.204166666666666,-13.98395,,,,,,,,,,,,,,,,,,57,F3-1,28.2041666667,-13.98395,21.87,1.26,1.10,0.72,0.86,0.8466,0.8461,0.8471,1,G056229,28.204179,-13.983966,21.9374,21.9330,18.8215,0.81960000,0.80870000,0.83020000,0.8466,10.4486,34.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5255,1.4348,
167,28.204374999999999,-13.989236111111111,,,,,,,,,,,,,,,,,,58,F3-2,28.204375,-13.9892361111,22.52,0.65,0.87,0.49,0.86,0.8389,0.8372,0.8404,1,G055254,28.204360,-13.989259,22.5724,22.5925,19.2985,0.81640000,0.78990000,0.82980000,0.83890003,10.1593,34.6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0103,0.4172,25.40699
168,28.203875,-13.997797222222221,,,,,,,,,,,,,,,,,,59,F3-5,28.203875,-13.9977972222,22.02,1.22,1.07,0.71,0.87,0.8476,0.8473,0.8483,1,G053889,28.203864,-13.997835,22.1557,22.2569,19.0810,0.82170000,0.80680000,0.84070000,0.84759998,10.7643,16.9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,28.205833333333334,-14.011980555555555,,,,,,,,,,,,,,,,,,60,F3-8,28.2058333333,-14.0119805556,21.63,1.10,1.11,0.75,0.86,0.8322,0.8317,0.8327,1,G051219,28.205830,-14.011975,21.6966,21.7092,18.3741,0.80470000,0.80020000,0.81730000,0.83219999,10.8113,7.26947,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9901,0.6748,-99.0
170,28.191750000000003,-14.023316666666666,,,,,,,,,,,,,,,,,,65,F3-15,28.19175,-14.0233166667,21.44,0.57,0.71,0.43,0.86,0.8369,0.8368,0.8371,0,G049204,28.191759,-14.023309,21.4633,21.5254,99.0000,0.81750000,0.80450000,0.83690000,0.8369,10.3882,40.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5624,0.1602,24.521819
171,28.16675,-14.022741666666667,,,,,,,,,,,,,,,,,,70,F3-23,28.16675,-14.0227416667,21.20,0.80,0.91,0.55,0.83,0.8404,0.8402,0.8405,0,G049355,28.166755,-14.022740,21.2792,21.3148,18.2695,0.82290000,0.79770000,0.85160000,0.84039998,10.5245,5.17962,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1985,0.2089,25.243857
172,28.140666666666664,-13.999380555555556,,,,,,,,,,,,,,,,,,71,F3-25,28.1406666667,-13.9993805556,22.23,0.69,0.76,0.46,0.84,0.8279,0.8275,0.8287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1592,0.2069,25.133993
173,28.171041666666664,-14.044480555555555,,,,,,,,,,,,,,,,,,73,F3-28,28.1710416667,-14.0444805556,22.44,0.48,0.65,0.27,0.84,0.839,0.8390,0.8391,0,G045469,28.171038,-14.044495,22.5215,22.5259,21.0621,0.85090000,0.84500000,0.85830000,0.83899999,9.49774,3.45877,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0261,0.2910,25.493862
174,28.127291666666665,-14.006475,,,,,,,,,,,,,,,,,,74,F3-32,28.1272916667,-14.006475,22.67,0.49,0.58,0.33,0.88,0.84,0.8399,0.8400,0,G052088,28.127360,-14.006489,22.7623,22.7602,20.2242,0.84900000,0.84160000,0.85710000,0.83999997,9.59696,2.45543,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3283,0.2182,24.863724
175,28.127208333333336,-14.031411111111112,,,,,,,,,,,,,,,,,,76,F3-38,28.1272083333,-14.0314111111,21.99,0.65,0.79,0.40,0.82,0.8263,0.8259,0.8266,0,G047823,28.127281,-14.031421,22.0601,22.1267,19.3984,0.82640000,0.81420000,0.83980000,0.82630002,10.0138,1.86161,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4577,0.3592,26.197498
176,28.138208333333335,-14.117430555555556,,,,,,,,,,,,,,,,,,85,F4-8,28.1382083333,-14.1174305556,22.14,1.25,1.10,0.74,0.87,0.8352,0.8349,0.8355,0,G031932,28.138263,-14.117463,22.1458,22.1503,19.0685,0.81900000,0.81510000,0.82770000,0.83520001,10.7438,6.34724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,28.137291666666663,-14.111886111111112,,,,,,,,,,,,,,,,,,86,F4-9,28.1372916667,-14.1118861111,21.31,1.15,1.08,0.70,0.84,0.8349,0.8342,0.8357,0,G033089,28.137338,-14.111913,21.3797,21.4345,18.4606,0.81930000,0.79600000,0.84650000,0.83490002,10.5341,6.70008,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1672,0.8635,-99.0
178,28.145958333333333,-14.118508333333333,,,,,,,,,,,,,,,,,,87,F4-10,28.1459583333,-14.1185083333,21.43,0.73,0.88,0.57,0.86,0.8385,0.8375,0.8392,1,G031889,28.146015,-14.118534,21.4952,21.5996,18.5521,0.84900000,0.79120000,0.89180000,0.83850002,10.7581,16.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5051,0.3217,28.67032
179,28.156708333333331,-14.116819444444445,,,,,,,,,,,,,,,,,,90,F4-13,28.1567083333,-14.1168194444,21.75,1.12,1.05,0.68,0.84,0.8356,0.8352,0.8360,0,G032074,28.156775,-14.116848,21.8001,21.8007,18.9696,0.83990000,0.82630000,0.85410000,0.83560002,10.2959,22.8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3573,0.8919,28.721789
180,28.153750000000002,-14.108047222222222,,,,,,,,,,,,,,,,,,91,F4-14,28.15375,-14.1080472222,20.81,0.89,1.04,0.62,0.83,0.8405,0.8403,0.8408,0,G033965,28.153787,-14.108085,20.8276,21.0158,17.7555,0.85940000,0.83730000,0.88140000,0.8405,10.8447,19.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5635,0.3315,26.300812
181,28.154708333333332,-14.104772222222222,,,,,,,,,,,,,,,,,,92,F4-15,28.1547083333,-14.1047722222,20.18,1.19,1.14,0.76,0.84,0.8333,0.8329,0.8340,0,G034895,28.154758,-14.104804,20.2357,20.6728,17.4658,0.81340000,0.80540000,0.82820000,0.83329999,11.4226,55.4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6162,0.6259,-99.0
182,28.160833333333336,-14.106444444444444,,,,,,,,,,,,,,,,,,93,F4-16,28.1608333333,-14.1064444444,21.74,1.15,1.09,0.67,0.83,0.8276,0.8268,0.8290,1,G034090,28.160830,-14.106472,21.7821,21.7938,18.8572,0.76680000,0.74160000,0.79930000,0.8276,10.7256,11.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7587,1.0001,26.580348
183,28.160791666666665,-14.102966666666667,,,,,,,,,,,,,,,,,,94,F4-17,28.1607916667,-14.1029666667,21.34,0.58,0.69,0.38,0.82,0.8284,0.8283,0.8285,0,G034779,28.160798,-14.103022,21.3868,21.4314,18.6431,0.84110000,0.82600000,0.85310000,0.82840002,10.2697,61.0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7217,0.2214,23.861589
184,28.154583333333335,-14.084516666666667,,,,,,,,,,,,,,,,,,95,F4-19,28.1545833333,-14.0845166667,20.65,1.15,1.02,0.70,0.86,0.835,0.8349,0.8352,0,G038733,28.154653,-14.084570,20.6840,21.0693,17.8743,0.81700000,0.81010000,0.82400000,0.83499998,11.1589,15.6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1747,0.7010,26.335912
185,28.173458333333336,-14.089952777777778,,,,,,,,,,,,,,,,,,96,F4-23,28.1734583333,-14.0899527778,21.06,0.59,0.73,0.50,0.90,0.8298,0.8297,0.8300,0,G037391,28.173471,-14.090008,21.1374,21.3006,18.4205,0.81830000,0.80870000,0.82920000,0.82980001,10.7892,24.9919,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2596,0.2279,23.71698
186,28.299291666666665,-13.923697222222222,,,,,,,,,,,,,,,,,,104,F5-7,28.2992916667,-13.9236972222,21.71,0.68,0.87,0.50,0.85,0.8454,0.8448,0.8459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5452,0.6707,25.597626
187,28.288625,-13.903688888888889,,,,,,,,,,,,,,,,,,107,F5-10,28.288625,-13.9036888889,22.28,0.53,0.60,0.36,0.87,0.842,0.8420,0.8420,0,G071628,28.288657,-13.903619,22.3389,22.3491,19.6352,0.84270000,0.83580000,0.84950000,0.84200001,9.76216,5.01274,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2187,0.5579,24.944225
188,28.296125,-13.908994444444444,,,,,,,,,,,,,,,,,,108,F5-11,28.296125,-13.9089944444,21.54,0.88,0.99,0.62,0.84,0.8415,0.8412,0.8418,0,G070706,28.296171,-13.908898,21.6077,21.7913,18.3755,0.80730000,0.78350000,0.84510000,0.84149998,10.9891,8.61705,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5977,1.2299,27.891349
189,28.321791666666666,-13.928427777777777,,,,,,,,,,,,,,,,,,109,F5-12,28.3217916667,-13.9284277778,20.45,1.09,1.14,0.71,0.82,0.8451,0.8448,0.8454,0,G067226,28.321787,-13.928339,20.5142,20.6154,17.4326,0.82290000,0.80030000,0.84300000,0.84509999,11.0864,7.30449,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5900,0.6450,25.461287
190,28.303749999999997,-13.897011111111111,,,,,,,,,,,,,,,,,,110,F5-15,28.30375,-13.8970111111,21.53,1.20,1.08,0.75,0.87,0.8466,0.8463,0.8469,0,G072948,28.303787,-13.896935,21.5776,21.6043,18.2691,0.81940000,0.80850000,0.82940000,0.8466,10.7084,8.86047,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5326,1.8462,26.523635
191,28.318999999999999,-13.90935,,,,,,,,,,,,,,,,,,111,F5-16,28.319,-13.90935,20.38,1.27,1.14,0.78,0.86,0.846,0.8454,0.8464,0,G070965,28.319020,-13.909252,20.4505,20.7063,17.5312,0.83770000,0.82930000,0.84470000,0.84600002,11.2722,30.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4512,0.6687,-99.0
192,28.324375,-13.907255555555556,,,,,,,,,,,,,,,,,,113,F5-18,28.324375,-13.9072555556,21.47,1.19,1.11,0.79,0.87,0.8464,0.8460,0.8468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,28.31283333333333,-13.893188888888888,,,,,,,,,,,,,,,,,,114,F5-19,28.3128333333,-13.8931888889,22.10,0.60,0.63,0.34,0.80,0.834,0.8340,0.8341,0,G073628,28.312851,-13.893112,21.9873,22.3096,19.8646,0.82360000,0.80780000,0.83730000,0.83399999,9.95265,12.0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4712,0.6356,26.276362
194,28.329249999999998,-13.905416666666667,,,,,,,,,,,,,,,,,,115,F5-20,28.32925,-13.9054166667,21.94,0.71,0.87,0.53,0.85,0.8404,0.8399,0.8406,0,G071382,28.329264,-13.905342,21.9927,22.0819,18.9616,0.86760000,0.84460000,0.88820000,0.84039998,10.3243,18.9843,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9949,0.5084,25.69564
195,28.318916666666667,-13.884277777777777,,,,,,,,,,,,,,,,,,116,F5-23,28.3189166667,-13.8842777778,22.04,0.69,0.81,0.51,0.86,0.8448,0.8446,0.8451,0,G075547,28.318932,-13.884191,22.0690,22.1629,19.2596,0.82860000,0.81690000,0.83980000,0.8448,10.2560,9.09752,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6405,0.6993,25.069162
196,28.320333333333334,-13.883324999999999,,,,,,,,,,,,,,,,,,117,F5-24,28.3203333333,-13.883325,21.27,1.16,1.11,0.71,0.84,0.8432,0.8425,0.8442,0,G075709,28.320350,-13.883237,21.3303,21.4540,18.4447,0.83440000,0.81850000,0.84500000,0.84320003,10.7473,8.46239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,28.337374999999998,-13.897161111111112,,,,,,,,,,,,,,,,,,118,F5-25,28.337375,-13.8971611111,21.68,0.62,0.68,0.38,0.81,0.8326,0.8325,0.8326,0,G072867,28.337376,-13.897081,21.7248,21.7482,18.9399,0.81060000,0.79940000,0.81950000,0.8326,10.0919,11.5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9047,0.4764,25.289118
198,28.315666666666665,-13.871097222222222,,,,,,,,,,,,,,,,,,119,F5-26,28.3156666667,-13.8710972222,20.61,0.75,0.86,0.56,0.85,0.8453,0.8452,0.8455,0,G078539,28.315682,-13.870954,20.7445,21.0745,18.2917,0.89030000,0.85500000,0.91120000,0.84530002,10.9321,32.7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3219,0.3615,24.141893
