# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G049644        28.242651       -14.022490       21.2725       21.3487       99.0000       0.75040000       0.74130000       0.75960000       0.74388999       10.0710       8.28160
G049739        28.187993       -14.020539       21.1693       21.2462       99.0000       0.82580000       0.81620000       0.83400000       -1.0000000       10.2531       48.8531
G049762        28.369552       -14.019767       22.1461       22.1767       19.6788       0.61430000       0.60120000       0.62750000       -1.0000000       9.59259       3.85182
G049707        28.100314       -14.020494       22.1610       22.1658       19.3338       0.77860000       0.70350000       0.97500000       0.84579998       10.4090       1.94952
G049767        28.229809       -14.022018       20.5814       20.9853       17.5979       0.85840000       0.83960000       0.87770000       -1.0000000       11.1414       3.78995
G049778        28.317598       -14.019037       23.2524       23.2412       99.0000       0.75840000       0.75510000       0.76460000       -1.0000000       9.15593       1.36091
G049795        27.874933       -14.020599       21.9594       21.9952       99.0000       0.75410000       0.74380000       0.76480000       -1.0000000       10.1088      0.546301
G049808        27.953619       -14.023495       19.8163       20.8816       19.3418       0.84680000       0.84000000       0.85990000       -1.0000000       10.2250       5.59325
G049822        27.913845       -14.019397       22.5644       22.5569       99.0000       0.66300000       0.65610000       0.66970000       -1.0000000       9.55308       2.88833
G049885        28.289694       -14.019992       21.6119       21.7483       19.2312       0.71170000       0.69760000       0.72320000       -1.0000000       9.83728       1.15613
G049860        28.431043       -14.020004       21.9107       22.0149       99.0000       0.88280000       0.87570000       0.88970000       -1.0000000       9.74985       2.46544
G049930        28.149614       -14.019238       21.3599       21.3919       18.3141       0.79140000       0.77400000       0.80930000       0.82679999       10.8049       5.73452
G049924        27.921442       -14.018946       22.2534       22.2319       99.0000       0.76140000       0.74600000       0.77830000       -1.0000000       10.5454       1.05578
G049999        28.164182       -14.017899       22.8960       22.9064       19.6763       0.78500000       0.77500000       0.79980000       -1.0000000       10.3207       4.09520
G049989        28.053734       -14.018283       22.5620       22.5544       19.1100       0.82080000       0.81110000       0.83460000       -1.0000000       10.4119       4.85135
G050014        28.456604       -14.018371       22.8663       22.8934       99.0000       0.85700000       0.75450000       0.88030000       -1.0000000       9.57937       1.77866
G050024        28.102874       -14.018114       23.1379       23.3644       21.2284       0.87920000       0.86220000       0.90100000       0.90692002       9.36344       1.39776
G050034        28.354107       -14.017559       23.0962       23.1271       20.8753       0.65820000       0.65080000       0.66470000       -1.0000000       9.02531       3.26375
G050030        28.123223       -14.017739       22.4108       22.6094       20.9815       0.81420000       0.80090000       0.82480000       -1.0000000       9.40241       3.40341
G050171        27.878431       -14.018114       21.3469       21.3799       99.0000       0.66750000       0.65900000       0.67500000       -1.0000000       9.85320      0.896950
G050055        28.447925       -14.019046       22.0207       22.0832       99.0000       0.66400000       0.65730000       0.66980000       -1.0000000       9.79427       1.53309
G050155        28.082816       -14.017807       23.0391       23.0099       20.9787       0.83410000       0.81760000       0.85600000       -1.0000000       9.36173       3.11139
G050042        28.264673       -14.017886       22.9937       22.9993       21.8479       0.85620000       0.84760000       0.86450000       -1.0000000       9.21222       23.4911
G050181        28.133626       -14.017347       22.9894       22.9997       19.4685       0.73920000       0.73080000       0.74770000       -1.0000000       9.96805      0.727708
G050036        28.260192       -14.017787       23.0059       22.9521       20.1045       0.85290000       0.83400000       0.88340000       -1.0000000       10.4367       28.3947
G050148        28.452608       -14.018441       22.0103       21.9768       99.0000       0.81090000       0.77500000       0.83910000       -1.0000000       10.4502       2.16265
G050072        28.050458       -14.017915       22.1009       22.0920       19.2864       0.84420000       0.83160000       0.85680000       -1.0000000       10.2708       25.3903
G050196        28.056818       -14.019141       21.4362       21.7703       17.8877       0.86720000       0.85370000       0.88160000       -1.0000000       11.0539       1.97857
G050192        28.287406       -14.019498       21.3504       21.4266       18.6178       0.72470000       0.70630000       0.73870000       -1.0000000       10.1890       1.15733
G050229        27.932344       -14.017237       22.0524       22.0591       99.0000       0.67360000       0.65690000       0.68930000       -1.0000000       9.57997       3.44348
G050248        28.231609       -14.016504       22.9202       22.9068       20.1175       0.61750000       0.61510000       0.62000000       -1.0000000       9.02724      0.932994
G050240        28.361636       -14.016626       22.9296       22.9348       19.5886       0.72230000       0.71250000       0.73000000       -1.0000000       9.33486       1.31034
G050251        27.941545       -14.017604       22.1289       22.1446       19.9084       0.86910000       0.85790000       0.87940000       -1.0000000       9.79483       4.27294
G050252        28.343001       -14.017291       21.5662       21.6279       19.1075       0.63540000       0.62010000       0.64960000       -1.0000000       10.2791       3.27250
G050315        28.376639       -14.016978       22.5455       22.6756       99.0000       0.65230000       0.50760000       0.66350000       -1.0000000       9.57891       2.74815
G050333        28.070443       -14.016800       22.6081       22.6487       21.3121       0.84390000       0.83700000       0.85000000       -1.0000000       9.20507       4.40198
G050408        28.260332       -14.016382       22.2316       22.2311       18.9126       0.88590000       0.87420000       0.89750000       -1.0000000       10.7495       38.2063
G050413        28.313609       -14.016194       22.4187       22.4665       20.2718       0.82950000       0.82070000       0.84000000       -1.0000000       9.81143       1.62957
G050372        28.030538       -14.016196       23.2101       23.2343       99.0000       0.62690000       0.62030000       0.63340000       -1.0000000       8.93094       3.39245
G050411        28.345604       -14.017502       20.9447       21.1619       18.3666       0.76530000       0.75190000       0.77870000       -1.0000000       10.5727       1.63400
G050360        28.152510       -14.020852       19.9090       20.1853       17.1605       0.66100000       0.65350000       0.66800000       -1.0000000       11.1825       3.08671
G050446        28.412480       -14.017074       20.6885       20.7795       99.0000       0.68610000       0.67890000       0.69420000       -1.0000000       10.4522       2.07438
G050457        28.478065       -14.016950       21.8092       21.8365       99.0000       0.68680000       0.67570000       0.69800000       -1.0000000       10.4626       7.28491
G050453        28.314200       -14.015930       22.0498       22.1360       19.5841       0.83950000       0.82140000       0.85220000       -1.0000000       9.86093       1.55745
G050464        28.114081       -14.015914       22.1058       22.1182       19.5093       0.75030000       0.73700000       0.76270000       -1.0000000       9.73335       1.11218
G050451        27.970528       -14.016618       21.0505       21.1088       18.1166       0.76330000       0.74700000       0.77980000       -1.0000000       10.6345       1.00889
G050495        28.192909       -14.016186       22.5551       22.6293       99.0000       0.88660000       0.87700000       0.89470000       -1.0000000       9.77689       3.48850
G050514        27.984094       -14.015993       22.3239       22.3512       99.0000       0.83970000       0.82600000       0.85950000       -1.0000000       9.86825       2.24275
G050552        28.006429       -14.015890       22.0831       22.1764       20.1733       0.62570000       0.62030000       0.62980000       -1.0000000       9.37229       3.71549
G050538        27.921347       -14.015719       21.7437       21.9098       99.0000       0.69520000       0.67700000       0.78500000       -1.0000000       10.2438       1.67471
G050595        28.457384       -14.015106       23.1403       23.1506       99.0000       0.74830000       0.74050000       0.75900000       -1.0000000       9.51229       5.99444
G050673        28.304796       -14.014526       22.2719       22.2725       19.3886       0.65490000       0.64010000       0.67020000       -1.0000000       10.0281       2.06934
G050810        28.464579       -14.014041       23.1819       23.1183       99.0000       0.74220000       0.73260000       0.75230000       -1.0000000       9.72466       3.62328
G050757        28.255950       -14.016337       21.8326       22.1049       99.0000       0.78520000       0.77020000       0.80020000       -1.0000000       10.8743       5.67133
G050708        28.205408       -14.014671       21.8879       21.9604       19.6184       0.85680000       0.85030000       0.86350000       0.84742999       9.97525       6.92021
G050737        28.275086       -14.013941       22.9246       22.9228       20.5537       0.88150000       0.86210000       0.89490000       -1.0000000       9.46847       9.17146
G050727        28.217782       -14.015071       22.4883       22.6162       19.1953       0.86600000       0.85620000       0.87520000       -1.0000000       10.1539       5.18226
G050814        28.361820       -14.013815       23.0246       23.1242       19.5601       0.63650000       0.60090000       0.78640000       -1.0000000       9.84516       3.51649
G050753        28.291278       -14.014571       21.2821       21.3201       19.3711       0.63230000       0.62610000       0.63580000       -1.0000000       9.63299       1.32953
G050703        28.061070       -14.014562       22.7389       22.7412       22.1196       0.88090000       0.87210000       0.88890000       -1.0000000       9.14685       3.33725
G050834        28.378327       -14.013301       22.9617       23.0565       99.0000       0.72330000       0.70790000       0.73770000       -1.0000000       9.48543       1.30264
G050820        28.147547       -14.014332       22.5462       22.7845       20.7907       0.75500000       0.74330000       0.76640000       -1.0000000       9.47901       1.60660
G050847        28.246931       -14.013477       22.7818       22.8000       99.0000       0.68730000       0.68010000       0.70370000       -1.0000000       9.86857       1.21835
G050896        28.222640       -14.013438       22.0434       22.0433       19.0626       0.82320000       0.81360000       0.83830000       0.83370000       10.2971       8.00234
G050859        28.048287       -14.013257       22.7732       23.0669       19.7490       0.82500000       0.81140000       0.83850000       -1.0000000       10.4876       4.76044
G050862        28.189339       -14.014081       22.6415       23.2627       99.0000       0.83440000       0.82690000       0.84070000       -1.0000000       9.62912       18.7765
G050878        28.145719       -14.014333       21.9268       22.0453       20.0430       0.74110000       0.73530000       0.74490000       0.74390000       9.41639      0.709840
G050942        28.255149       -14.013081       22.3478       22.3767       99.0000       0.74020000       0.73180000       0.74820000       -1.0000000       9.96919       1.94419
G050956        28.082558       -14.012776       22.2451       22.2308       19.6304       0.62870000       0.62520000       0.63460000       -1.0000000       9.51422      0.916898
G050947        28.467944       -14.013344       22.9376       22.9364       99.0000       0.70830000       0.57030000       0.72460000       -1.0000000       8.77822       17.8185
G051036        28.207903       -14.012311       21.9530       22.1084       18.4825       0.86170000       0.84900000       0.87340000       0.84601998       10.8576       3.75059
G051054        28.338747       -14.011991       22.5649       22.6411       20.1572       0.85880000       0.85290000       0.86490000       -1.0000000       9.40231       1.95144
G051085        28.188931       -14.012236       22.4148       22.4182       99.0000       0.63600000       0.63030000       0.63990000       -1.0000000       9.68215       1.44223
G051128        28.474694       -14.012287       21.8428       21.9608       99.0000       0.60940000       0.59840000       0.62260000       -1.0000000       10.0267      0.453006
G051133        28.198565       -14.013068       21.4169       21.5864       99.0000       0.86740000       0.84750000       0.88050000       0.83783001       10.0908       2.66609
G051143        27.890336       -14.014068       21.6041       21.9751       99.0000       0.69540000       0.69020000       0.70480000       -1.0000000       9.28579       1.25479
G051130        28.017862       -14.013253       20.4756       20.5747       18.1035       0.62610000       0.55400000       0.64770000       -1.0000000       10.1786       4.73183
G051219        28.205830       -14.011975       21.6966       21.7092       18.3741       0.80470000       0.80020000       0.81730000       0.83219999       10.8113       7.26947
G051215        28.167896       -14.011329       23.1913       23.2105       21.2474       0.84510000       0.83500000       0.85490000       -1.0000000       9.38867       4.42764
G051206        28.320483       -14.012064       22.5181       22.5825       18.9768       0.86170000       0.84380000       0.87960000       -1.0000000       10.6310       2.47066
G051238        28.332893       -14.011450       22.2104       22.1999       20.7500       0.86730000       0.86080000       0.87400000       -1.0000000       9.48258       2.39799
G051241        28.237880       -14.011543       21.6921       21.6867       99.0000       0.72720000       0.70300000       0.83480000       -1.0000000       10.5526       1.04425
G051303        28.183652       -14.011002       22.3586       22.3919       99.0000       0.85780000       0.84180000       0.87010000       0.84130001       9.85838       7.11731
G051268        28.452941       -14.011604       21.3359       21.3491       99.0000       0.62210000       0.61450000       0.62920000       -1.0000000       9.85537      0.577946
G051267        28.415314       -14.011510       22.0245       22.0511       99.0000       0.81250000       0.80560000       0.81930000       -1.0000000       9.89904       2.40223
G051244        28.160970       -14.011773       21.9318       21.9458       19.4781       0.67370000       0.64650000       0.69640000       -1.0000000       9.66966       1.77103
G051310        28.327131       -14.010910       23.1129       23.0937       21.3835       0.77260000       0.77010000       0.77710000       -1.0000000       9.90426       1.09429
G051318        28.216422       -14.011641       21.8881       21.9549       19.3803       0.85420000       0.84130000       0.86840000       0.84658003       9.98368       7.41179
G051381        28.263310       -14.011208       21.3778       21.4229       19.2517       0.63430000       0.62710000       0.64130000       -1.0000000       9.82960      0.889602
G051392        27.958077       -14.011321       22.3274       22.5629       20.2921       0.68290000       0.64740000       0.70370000       -1.0000000       9.69509       1.84839
G051341        27.920881       -14.010838       22.3513       22.3408       99.0000       0.63360000       0.62170000       0.64470000       -1.0000000       9.76711       2.82012
G051419        28.238403       -14.010552       22.6820       22.6917       99.0000       0.64860000       0.63710000       0.65860000       -1.0000000       9.50682       1.32872
G051450        28.167363       -14.010780       22.1828       22.2179       18.7081       0.87340000       0.85140000       0.88980000       0.86467999       10.7467       3.78675
G051457        28.249659       -14.011903       20.0952       20.3041       99.0000       0.79010000       0.78120000       0.79800000       -1.0000000       11.1990       6.37727
G051470        28.316840       -14.010227       22.0203       22.0643       19.4442       0.70090000       0.68000000       0.73400000       -1.0000000       9.79332       1.13703
G051502        27.962006       -14.012278       19.8098       19.9977       16.9451       0.60470000       0.59920000       0.60980000       -1.0000000       11.0832       1.08708
G051551        28.384599       -14.009713       22.6220       22.6413       99.0000       0.66750000       0.66510000       0.66990000       -1.0000000       9.04500       2.66129
G051531        28.147559       -14.009828       22.8059       22.8170       19.9185       0.86230000       0.84210000       0.87920000       -1.0000000       9.77564       2.15137
G051591        28.134440       -14.009814       23.2467       23.5048       21.2922       0.77030000       0.75650000       0.78270000       -1.0000000       8.96689       2.34401
G051627        28.048712       -14.008916       23.0413       23.0875       20.8933       0.67080000       0.65810000       0.67950000       -1.0000000       9.30633       1.26070
G051667        28.247151       -14.014366       20.1411       20.7730       99.0000       0.79850000       0.78330000       0.81600000       0.74800003       10.9659       8.85929
G051639        28.182472       -14.009415       22.0864       22.0821       99.0000       0.83570000       0.82400000       0.84870000       0.82819998       10.0998       8.35505
G051603        28.357231       -14.009057       22.5390       22.5962       20.6806       0.62260000       0.62010000       0.62800000       -1.0000000       9.16214       3.58397
G051612        28.179848       -14.009785       23.1103       23.1176       19.8178       0.83670000       0.82650000       0.84470000       0.83655000       9.54270       9.74930
G051681        28.242616       -14.009192       23.1572       23.1525       99.0000       0.61840000       0.47060000       0.62920000       -1.0000000       9.40549      0.768797
G051678        27.951034       -14.009048       23.1397       23.1089       20.8220       0.81830000       0.77820000       0.86380000       -1.0000000       9.96965       2.88169
G051693        28.373135       -14.008554       22.6006       22.6076       99.0000       0.65660000       0.50560000       0.68090000       -1.0000000       9.62726       4.52252
G051741        28.260904       -14.008955       21.9920       21.9923       18.9268       0.88200000       0.86780000       0.89890000       0.89289999       10.6415       26.3753
G051731        28.216522       -14.008883       23.0930       23.2839       22.7836       0.75400000       0.73530000       0.78280000       -1.0000000       9.19767       1.76780
G051745        28.410459       -14.008701       22.4383       22.5216       99.0000       0.70170000       0.68220000       0.80900000       -1.0000000       10.1396       1.29954
G051709        28.261852       -14.008723       22.7576       22.9250       19.7861       0.89430000       0.87000000       0.91300000       0.89332002       10.2229       12.9210
G051796        28.080429       -14.008687       22.8657       22.8855       20.4952       0.61690000       0.59610000       0.62810000       -1.0000000       9.46675      0.883527
G051892        28.069080       -14.008114       21.5046       21.5188       18.4418       0.76350000       0.61610000       0.77500000       -1.0000000       10.5166      0.829124
G051945        28.409895       -14.007407       23.1075       23.1401       99.0000       0.87390000       0.84260000       0.91040000       -1.0000000       9.32779       2.98841
G051951        28.438179       -14.007675       22.8005       22.8026       99.0000       0.83270000       0.82130000       0.84390000       -1.0000000       9.58673       2.42059
G052002        28.243152       -14.007699       22.9339       23.1063       99.0000       0.85530000       0.83490000       0.88380000       -1.0000000       9.79349       6.52648
G052025        28.204828       -14.006661       23.0160       22.9860       19.9188       0.83360000       0.82030000       0.84980000       0.84614998       9.87247       17.1977
G052084        28.180579       -14.006869       23.0785       23.1204       23.2508       0.68790000       0.67660000       0.70060000       -1.0000000       9.00160       1.96562
G052073        28.135234       -14.008416       20.7641       20.9694       17.8868       0.77210000       0.75640000       0.80160000       0.82639998       10.8756       2.48106
G052112        28.285006       -14.006125       22.7689       22.7483       20.3683       0.79360000       0.77590000       0.81730000       -1.0000000       9.83303       2.12422
G052106        27.908765       -14.007241       20.9277       20.9620       99.0000       0.60300000       0.59040000       0.61570000       -1.0000000       10.3518      0.832257
G052088        28.127360       -14.006489       22.7623       22.7602       20.2242       0.84900000       0.84160000       0.85710000       0.83999997       9.59696       2.45543
G052127        27.912296       -14.006348       23.1612       23.1808       99.0000       0.78200000       0.76550000       0.79780000       -1.0000000       9.59946       1.09745
G052165        28.216674       -14.006310       22.5465       22.5968       19.9229       0.82580000       0.81440000       0.83820000       0.83780003       9.77802       10.6674
G052143        28.327476       -14.006367       22.6665       22.6879       20.2137       0.63120000       0.61120000       0.65500000       -1.0000000       9.45150       3.62100
G052203        28.416332       -14.005723       22.8985       22.8993       99.0000       0.83290000       0.82510000       0.84000000       -1.0000000       9.67285       1.73151
G052201        28.173233       -14.006804       21.7998       21.8722       18.7302       0.79750000       0.77090000       0.82610000       0.82480001       10.7038       10.1445
G052217        28.318447       -14.006317       22.3539       22.5141       19.8520       0.76340000       0.71760000       0.77900000       -1.0000000       9.80939       1.70958
G052279        28.262743       -14.007509       20.5543       20.7925       17.6971       0.88750000       0.88490000       0.89190000       -1.0000000       11.1759       18.4183
G052237        28.439466       -14.005571       21.2955       21.3291       99.0000       0.76530000       0.74550000       0.77920000       -1.0000000       10.3049       4.57190
G052337        28.461543       -14.006999       21.6665       21.8568       99.0000       0.81730000       0.81170000       0.81990000       -1.0000000       9.61570       1.24442
G052356        28.186202       -14.004949       22.7636       22.7545       99.0000       0.62950000       0.61030000       0.68080000       -1.0000000       9.21525       1.46420
G052386        28.354889       -14.008036       19.7713       20.0552       17.1033       0.62630000       0.62040000       0.62980000       -1.0000000       11.0461       4.00252
G052371        27.959790       -14.005035       23.0574       23.0321       20.0247       0.77840000       0.76130000       0.80130000       -1.0000000       10.2211       1.26363
G052438        28.394783       -14.006657       21.0192       21.1987       99.0000       0.78930000       0.77630000       0.80430000       -1.0000000       10.7746       1.35405
G052436        28.383018       -14.004145       23.0691       23.4370       99.0000       0.68770000       0.67260000       0.70490000       -1.0000000       10.2271       1.98161
G052403        28.328795       -14.005661       20.5134       20.5650       17.7603       0.64730000       0.63780000       0.65730000       -1.0000000       10.6085       3.31681
G052448        28.019524       -14.004572       22.4646       22.4805       19.5343       0.66900000       0.65380000       0.68220000       -1.0000000       9.96513       1.00141
G052443        28.435582       -14.005611       20.4370       20.5852       99.0000       0.85190000       0.83790000       0.86440000       -1.0000000       10.9958       2.30462
G052513        28.322468       -14.004127       22.9493       22.9514       21.1876       0.62300000       0.61540000       0.63000000       -1.0000000       9.04479       2.82430
G052541        28.468916       -14.004028       23.0298       23.0384       99.0000       0.78270000       0.75910000       0.80810000       -1.0000000       9.62793       2.18620
G052651        28.182916       -14.003471       22.7685       22.7853       19.7169       0.84120000       0.82620000       0.86060000       -1.0000000       10.0165       7.04327
G052665        28.383791       -14.005351       20.9785       21.0334       99.0000       0.66060000       0.64540000       0.68010000       -1.0000000       10.4655       2.84094
G052679        28.027773       -14.004249       21.2670       21.3016       18.6091       0.67510000       0.66050000       0.68800000       -1.0000000       10.1104       1.09128
G052691        27.925960       -14.003255       22.8541       22.8939       99.0000       0.88770000       0.86760000       0.90570000       -1.0000000       9.98697       1.79784
G052709        28.439237       -14.005253       20.3663       20.6292       99.0000       0.77220000       0.76210000       0.78360000       -1.0000000       10.8105       4.39282
G052684        28.225710       -14.003200       22.6201       22.9385       20.0138       0.81080000       0.80170000       0.81970000       -1.0000000       9.25610       5.13400
G052753        28.189857       -14.003882       21.6959       21.7990       18.5832       0.79880000       0.79000000       0.80940000       0.84359998       10.5020       8.53842
G052891        28.108404       -14.001965       23.1084       23.1144       20.4940       0.87440000       0.85870000       0.88850000       0.87313002       9.62368       3.30180
G052938        28.468281       -14.003968       21.4363       21.5647       99.0000       0.71770000       0.70000000       0.73350000       -1.0000000       10.2916       8.77337
G053023        28.154622       -14.002034       21.8881       21.9714       19.4918       0.84510000       0.83090000       0.85990000       0.83899999       9.87024       4.70077
G052946        28.181058       -14.001662       23.1952       23.1915       21.5399       0.71650000       0.70410000       0.72770000       -1.0000000       9.22001      0.630673
G052997        28.175149       -14.001831       22.6197       22.7024       19.5226       0.83370000       0.80340000       0.86150000       -1.0000000       9.92540       17.8032
G053033        28.195048       -14.001268       23.0120       23.1026       20.8306       0.74020000       0.72570000       0.75480000       -1.0000000       9.57021       1.16774
G053003        28.282043       -14.001940       21.2295       21.3495       17.6092       0.74220000       0.73250000       0.75420000       -1.0000000       11.1060       1.79499
G053073        28.056624       -14.001740       22.1803       22.2373       20.2434       0.62330000       0.62020000       0.62950000       -1.0000000       9.28143       1.84637
G053094        28.263041       -14.000928       22.8685       22.8628       20.2342       0.73820000       0.73080000       0.74480000       -1.0000000       9.61729       2.83819
G053144        28.214652       -14.000896       22.3649       22.3600       19.4569       0.62000000       0.60400000       0.63340000       -1.0000000       9.94067      0.915024
G053174        28.444372       -14.001786       21.7874       21.9595       99.0000       0.61850000       0.60370000       0.63390000       -1.0000000       10.2947      0.577198
G053190        28.210733       -14.000260       22.8503       22.9685       20.7787       0.84920000       0.84050000       0.86050000       -1.0000000       9.46072       9.33644
G053196        28.287037       -14.000163       22.9760       22.9636       19.5809       0.71940000       0.70530000       0.74300000       -1.0000000       10.1214       2.24607
G053239        28.204157       -14.000214       22.2731       22.3133       18.7910       0.85740000       0.82920000        1.0571000       -1.0000000       10.8488       9.51399
G053162        28.140852       -14.001433       21.0591       21.1067       18.1523       0.63920000       0.62640000       0.65080000       -1.0000000       10.3350       2.25695
G053250        28.097525       -14.003121       20.4214       20.9947       17.8796       0.84990000       0.82970000       0.86500000       0.82999998       11.3368       1.81426
G053270        28.174591       -14.001692       20.6642       20.8836       17.7775       0.63460000       0.62780000       0.64320000       0.64050001       10.7116       2.57687
G053272        28.253129       -14.002200       22.2607       22.4247       19.0663       0.86480000       0.84570000       0.88480000       -1.0000000       10.5971       12.7379
G053281        27.924573       -14.000062       21.8515       21.9299       99.0000       0.88190000       0.86780000       0.89470000       -1.0000000       10.5231       2.02395
G053288        28.172116       -13.999530       22.5248       22.5068       19.9681       0.63120000       0.61610000       0.64470000       -1.0000000       9.53518       2.91873
G053323        28.460610       -14.001441       20.0442       21.3580       99.0000       0.69730000       0.68320000       0.70960000       -1.0000000       10.8905       16.7863
G052966        27.955495       -14.002677       21.2651       21.3398       18.2769       0.84560000       0.83170000       0.87140000       -1.0000000       11.0824       3.53425
G053040        28.154437       -14.001291       22.0528       22.0537       19.6831       0.75170000       0.74540000       0.75730000       0.74640000       9.64814       3.43295
G053339        28.470161       -14.001152       22.0237       22.1951       99.0000       0.60910000       0.60080000       0.61810000       -1.0000000       9.44302      0.459164
G053386        27.957426       -14.001634       21.0126       21.3348       18.1825       0.88150000       0.85440000       0.89900000       -1.0000000       11.2086       3.64057
G053443        28.100590       -13.998777       22.7518       22.7537       20.5173       0.85000000       0.84040000       0.85870000       -1.0000000       9.50619       2.31956
G053458        28.459662       -13.999180       21.8891       22.0910       99.0000       0.64990000       0.56210000       0.67440000       -1.0000000       9.87360      0.482211
G053470        28.149054       -13.998931       22.1456       22.1860       19.9111       0.74610000       0.74030000       0.74990000       0.74470001       9.53738       1.34400
G053469        28.071164       -13.999296       21.6866       22.1279       19.1757       0.82580000       0.80840000       0.84420000       -1.0000000       10.2079       2.05414
G052814        28.272150       -14.003988       20.6543       20.9285       18.3091       0.67670000       0.66270000       0.69380000       -1.0000000       10.4205      0.679201
G052866        28.371719       -14.002107       23.1862       23.2835       20.5888       0.75460000       0.73670000       0.76750000       -1.0000000       9.60921       1.01096
G053522        28.214454       -13.998496       23.1844       23.1865       20.5476       0.89560000       0.88140000       0.90440000       -1.0000000       9.46304       2.68976
G052934        28.397315       -14.001948       22.7983       22.9029       99.0000       0.78660000       0.75100000       0.82690000       -1.0000000       9.98314       1.31405
G053607        28.032386       -13.998345       21.5655       21.5649       18.8225       0.64100000       0.62720000       0.65220000       -1.0000000       10.1675       4.86509
G053617        28.167396       -13.997581       23.1964       23.1721       20.2863       0.83310000       0.82520000       0.86930000       -1.0000000       10.0159       18.6419
G053626        28.330592       -13.997619       23.0464       23.0665       20.6677       0.73590000       0.71560000       0.75290000       -1.0000000       9.26806       1.46863
G053678        28.346484       -13.997217       22.5120       22.4647       20.8912       0.74390000       0.71610000       0.77220000       -1.0000000       9.75088      0.844409
G053676        28.177427       -13.996800       23.1780       23.1107       20.2173       0.79440000       0.76920000       0.80900000       -1.0000000       9.10229       9.35236
G053692        28.364568       -13.997542       22.4720       22.4844       20.0078       0.62240000       0.61510000       0.62980000       -1.0000000       9.77138       5.02303
G053750        28.174557       -13.997365       22.1566       22.2206       19.0624       0.80430000       0.78890000       0.82000000       0.82560003       10.3118       8.76647
G053767        28.090966       -13.996943       22.8097       22.8167       20.9233       0.66550000       0.66020000       0.66980000       -1.0000000       9.17921       1.03074
G053822        28.250923       -13.998067       21.7187       21.9163       18.2974       0.88680000       0.84740000       0.92140000       0.84490001       10.6489       9.45392
G053845        28.140788       -13.996602       22.7892       22.7843       21.3839       0.77150000       0.76290000       0.78810000       -1.0000000       9.13341       3.50182
G053859        28.178324       -13.998707       20.7653       20.9829       17.9876       0.64110000       0.63510000       0.64480000       0.63999999       10.7301       2.93792
G053889        28.203864       -13.997835       22.1557       22.2569       19.0810       0.82170000       0.80680000       0.84070000       0.84759998       10.7643       16.9762
G053868        28.332989       -13.996673       22.0637       22.0729       19.3397       0.84250000       0.82390000       0.86170000       -1.0000000       10.0767       1.16252
G053913        28.440723       -13.998471       22.6444       22.7630       99.0000       0.83810000       0.82930000       0.84490000       -1.0000000       9.31988       1.66345
G053926        28.145354       -13.996073       23.0703       23.0572       21.2876       0.84410000       0.80650000       0.88220000       0.84469998       9.25847       5.97124
G053955        27.914290       -13.995976       23.0093       22.9919       99.0000       0.82690000       0.81690000       0.83700000       -1.0000000       9.29927       1.13994
G054001        28.011650       -13.996329       22.5429       22.5742       20.9924       0.89380000       0.88140000       0.90410000       -1.0000000       9.43495      0.616556
G053939        28.054832       -13.997049       21.2766       21.2996       18.6450       0.80730000       0.79550000       0.85230000       -1.0000000       10.1974       1.53244
G054081        28.174692       -13.998043       20.7010       20.9674       17.8291       0.82170000       0.80730000       0.83640000       0.82529998       10.9922       29.7792
G054026        28.036879       -13.996822       22.6717       22.7719       20.6050       0.88720000       0.87430000       0.89990000       -1.0000000       9.48930      0.885684
G054033        28.146859       -13.996327       21.7249       21.7642       19.2990       0.84170000       0.83100000       0.85290000       0.84420002       9.94912       5.42001
G054012        28.045843       -13.996503       22.7329       22.8090       20.4420       0.72550000       0.71550000       0.73480000       -1.0000000       9.36861      0.619371
G054024        28.242304       -13.996354       22.3498       22.5149       19.9488       0.86710000       0.85950000       0.89750000       -1.0000000       9.65868       18.4640
G054090        28.000220       -13.996097       22.8934       22.9594       20.9423       0.82660000       0.80210000       0.84740000       -1.0000000       9.39476       1.13855
G054127        28.206596       -13.995127       23.2832       23.2723       21.8111       0.82270000       0.81550000       0.82970000       0.83947003       9.13778       19.0732
G054224        28.228415       -13.994996       22.5954       22.6351       21.6567       0.81150000       0.79060000       0.82500000       -1.0000000       9.64979       9.16945
G054275        28.071901       -13.994581       23.2569       23.3732       99.0000       0.73960000       0.72720000       0.75310000       -1.0000000       9.46164      0.557449
G054289        28.232817       -13.997917       20.5160       20.9502       17.5406       0.84360000       0.78660000       0.90430000       0.83759999       11.1927       5.98600
G054320        28.289492       -13.996705       20.5748       20.5882       17.7120       0.70520000       0.69740000       0.71320000       0.72223997       10.4833       2.26776
G054311        28.383733       -13.994416       22.9434       22.9639       99.0000       0.89570000       0.88050000       0.91180000       -1.0000000       9.51981       3.49266
G054319        28.023243       -13.996333       20.1587       20.3153       17.4998       0.61970000       0.61120000       0.62840000       -1.0000000       10.8621       3.73456
G054357        28.209751       -13.994371       23.0444       23.0444       19.9412       0.87200000       0.76590000       0.92780000       -1.0000000       10.0446       4.48897
G054404        28.072762       -13.994848       20.8436       20.8816       17.9598       0.86800000       0.84640000       0.88940000       -1.0000000       10.8961       2.33807
G054381        28.289124       -13.993894       23.1798       23.2105       20.2960       0.69300000       0.68270000       0.70410000       -1.0000000       9.34049      0.954712
