# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G034697        28.284896       -14.103376       21.6572       21.7170       18.5749       0.89700000       0.88170000       0.90940000       -1.0000000       10.6081       1.99305
G034703        28.008495       -14.103706       22.6005       22.8071       20.5874       0.85150000       0.83410000       0.86480000       -1.0000000       9.64308       5.81112
G034710        28.102151       -14.104115       20.5007       20.6508       17.5737       0.63430000       0.62210000       0.64690000       -1.0000000       11.0040       20.5153
G034727        28.250213       -14.102355       23.1065       23.1243       20.0166       0.81600000       0.71460000       0.83290000       -1.0000000       9.75238       1.53614
G034777        28.236769       -14.103036       22.9141       23.0233       20.4303       0.78510000       0.76040000       0.81480000       -1.0000000       9.71228       17.5915
G034784        28.338774       -14.102106       22.9976       22.9723       20.5311       0.69670000       0.68570000       0.70440000       -1.0000000       9.19106       4.61646
G034775        28.210513       -14.105981       19.7492       20.1916       17.0703       0.73520000       0.73010000       0.74000000       -1.0000000       11.3830       39.5565
G034808        28.169064       -14.105431       20.0445       20.4410       17.2470       0.65750000       0.64610000       0.66830000       -1.0000000       11.0454       2.01107
G034818        28.069421       -14.102155       22.3684       22.4185       19.7658       0.64560000       0.63190000       0.65470000       -1.0000000       9.78999       4.91074
G034794        28.205673       -14.104220       21.2150       21.3691       17.9204       0.73280000       0.72500000       0.73980000       -1.0000000       10.8741       76.2560
G034779        28.160798       -14.103022       21.3868       21.4314       18.6431       0.84110000       0.82600000       0.85310000       0.82840002       10.2697       61.0996
G034844        28.102230       -14.101981       22.7739       22.8089       20.4843       0.71450000       0.68230000       0.75670000       -1.0000000       9.78019       1.24909
G034841        28.144329       -14.102805       21.7903       21.9626       18.5046       0.85840000       0.83870000       0.88880000       -1.0000000       11.1212       8.31441
G034842        28.308121       -14.101834       22.9164       22.9437       20.5886       0.82110000       0.81510000       0.82880000       -1.0000000       9.60751       2.85283
G034867        28.345262       -14.101773       23.0743       23.0978       20.9228       0.82030000       0.80640000       0.83580000       -1.0000000       9.73358       2.37899
G034881        27.963389       -14.101937       23.2831       23.4119       22.2934       0.89510000       0.86630000       0.93890000       -1.0000000       9.43912       1.89601
G034895        28.154758       -14.104804       20.2357       20.6728       17.4658       0.81340000       0.80540000       0.82820000       0.83329999       11.4226       55.4445
G034902        28.429294       -14.101667       21.4866       21.5541       99.0000       0.62820000       0.61760000       0.63820000       -1.0000000       10.4727       4.69027
G035034        28.223224       -14.100991       22.8186       23.0605       99.0000       0.76310000       0.75030000       0.77310000       -1.0000000       9.16169       12.6223
G035004        28.250387       -14.101952       22.4327       22.5805       19.4238       0.78400000       0.75730000       0.80600000       -1.0000000       10.4094       100.238
G035011        28.250853       -14.101245       22.1715       22.2082       19.1973       0.72000000       0.70290000       0.74410000       -1.0000000       10.1925       35.0341
G035043        28.239687       -14.101210       22.4258       22.4636       19.9603       0.77160000       0.76250000       0.77970000       -1.0000000       9.75514       20.5619
G035077        28.231742       -14.180649       23.1779       23.1473       20.7685       0.61780000       0.61360000       0.62410000       -1.0000000       8.83797       4.51467
G035056        28.281709       -14.102092       21.1420       21.1885       19.0824       0.71340000       0.71010000       0.71960000       -1.0000000       9.83360       7.45240
G035134        28.095750       -14.100782       22.9049       23.0852       21.1830       0.86890000       0.85680000       0.88220000       0.85683000       9.44647      0.994662
G035177        28.168576       -14.101115       22.1391       22.2144       19.1057       0.83010000       0.81480000       0.84310000       -1.0000000       10.4664       24.2692
G035179        28.068393       -14.101800       21.6350       21.9586       17.9313       0.88560000       0.86010000       0.92950000       -1.0000000       11.1451       3.61509
G035234        28.247920       -14.099813       22.7238       22.6973       19.7402       0.77230000       0.76220000       0.78380000       -1.0000000       9.78809       115.332
G035269        28.065782       -14.100747       21.4216       21.6147       18.4361       0.76380000       0.75290000       0.77530000       -1.0000000       10.7859       3.03020
G035282        28.043319       -14.100072       22.6331       22.6457       20.1831       0.67520000       0.67010000       0.67980000       -1.0000000       9.59727       2.90163
G035295        27.889901       -14.101802       20.3656       20.6655       99.0000       0.82950000       0.82150000       0.83880000       -1.0000000       11.3704       2.91301
G035320        27.956032       -14.100267       21.9983       22.0985       19.1894       0.84670000       0.82960000       0.86640000       -1.0000000       10.1026       6.00371
G035307        28.217385       -14.099737       21.9603       21.9621       19.1720       0.76820000       0.75870000       0.77860000       -1.0000000       9.93290       18.0644
G035351        28.036152       -14.099431       22.6487       22.6364       20.0342       0.86620000       0.84210000       0.88400000       -1.0000000       9.92463       3.08492
G035366        28.430714       -14.099587       21.9131       21.9398       99.0000       0.63660000       0.63040000       0.63990000       -1.0000000       9.59689       2.81661
G035368        28.363405       -14.099533       21.9313       22.1186       18.5690       0.70240000       0.68490000       0.71480000       -1.0000000       10.6507       6.06326
G035387        28.208443       -14.099153       22.3334       22.3215       19.4509       0.72920000       0.72320000       0.73590000       -1.0000000       10.1944       115.619
G035358        28.159430       -14.099724       22.0327       22.1082       19.0530       0.81730000       0.80830000       0.82840000       -1.0000000       10.7090       35.5958
G035400        28.110160       -14.099410       22.2840       22.3507       19.6484       0.87650000       0.85010000       0.91600000       0.84316999       9.90418       1.32328
G035408        28.388694       -14.098861       22.5425       22.5343       99.0000       0.82730000       0.81780000       0.83610000       -1.0000000       9.83517       1.00736
G035452        28.086203       -14.099280       22.0965       22.1308       19.8856       0.89790000       0.89080000       0.90470000       0.89278001       9.77126       2.45996
G035510        28.074785       -14.099069       22.0549       22.0543       20.0152       0.74300000       0.73300000       0.75430000       -1.0000000       9.55408       2.41944
G035492        28.260882       -14.098823       22.1483       22.1561       18.6451       0.72490000       0.71600000       0.73460000       -1.0000000       10.7048       32.6971
G035546        28.127992       -14.098158       22.9358       22.9455       20.8503       0.88170000       0.86890000       0.89380000       -1.0000000       9.54870       2.84037
G035530        28.237210       -14.101058       20.7233       20.9924       17.8237       0.75850000       0.75510000       0.76460000       -1.0000000       11.1132       19.8168
G035545        28.170714       -14.098929       22.3383       22.4184       20.0070       0.64150000       0.63320000       0.64950000       -1.0000000       9.54644       2.53694
G035601        28.237507       -14.097788       22.9324       23.0657       20.6049       0.86950000       0.86110000       0.87830000       -1.0000000       9.47849       2.39123
G035596        28.251094       -14.099267       21.4038       21.5611       18.5685       0.75050000       0.73730000       0.76490000       -1.0000000       10.5059       279.945
G035577        28.205693       -14.100902       20.3685       20.7678       17.7228       0.74900000       0.74080000       0.75760000       -1.0000000       11.1964       187.993
G035641        28.046590       -14.098475       21.9109       21.9270       19.8016       0.71030000       0.69980000       0.71980000       -1.0000000       9.62740       3.88220
G035620        28.250416       -14.100192       21.1538       21.3522       18.1288       0.76340000       0.75580000       0.77000000       -1.0000000       10.7444       230.340
G035610        28.275891       -14.097562       23.2737       23.3875       22.7683       0.89560000       0.87870000       0.91080000       -1.0000000       9.12491       1.44943
G035631        28.222994       -14.098191       22.4348       22.5110       19.7220       0.75730000       0.74520000       0.76950000       -1.0000000       9.92713       11.2253
G035677        28.262624       -14.098292       21.9796       22.0022       18.7125       0.73310000       0.71850000       0.74500000       -1.0000000       10.5182       104.215
G035663        27.923088       -14.097513       23.1903       23.1728       99.0000       0.78990000       0.76400000       0.92070000       -1.0000000       9.82961       2.37233
G035694        28.150788       -14.101210       22.6314       22.8732       20.6480       0.83170000       0.71130000       0.85340000       -1.0000000       9.40945       43.8565
G035743        28.420328       -14.098385       22.0330       22.1073       99.0000       0.62760000       0.62320000       0.63290000       -1.0000000       9.73612       9.64220
G035734        28.204142       -14.097758       21.6237       21.6091       18.8267       0.73120000       0.72030000       0.79860000       -1.0000000       10.6974       53.0927
G035746        28.090866       -14.097553       23.1000       23.1668       20.9457       0.88930000       0.86950000       0.91560000       -1.0000000       9.51691       2.82891
G035719        28.222265       -14.097460       23.0864       23.1774       20.0175       0.74020000       0.73110000       0.75060000       -1.0000000       9.84573       10.3792
G035767        28.151928       -14.097517       22.4614       22.5186       19.6027       0.82160000       0.80200000       0.83990000       -1.0000000       10.4934       21.6638
G035710        28.148380       -14.097314       23.1267       23.1194       21.1004       0.78330000       0.77560000       0.78970000       -1.0000000       9.02557       13.9082
G035760        28.090613       -14.098140       21.3999       21.4243       18.2284       0.77110000       0.76220000       0.77970000       -1.0000000       10.7222       1.96351
G035829        28.109659       -14.099449       20.0248       20.1800       17.1795       0.60790000       0.60510000       0.61410000       -1.0000000       11.0083       12.4965
G035846        28.251788       -14.097654       21.6644       21.7168       18.1833       0.77570000       0.76670000       0.78430000       -1.0000000       10.8709       215.664
G035821        28.258746       -14.099217       20.4190       20.6769       17.9200       0.76750000       0.76510000       0.76990000       -1.0000000       10.3279       38.3983
G035867        28.419597       -14.098372       20.8419       21.0626       99.0000       0.63280000       0.62250000       0.64370000       -1.0000000       10.5371       3.51847
G035877        28.107888       -14.097160       22.0774       22.1446       19.2994       0.63260000       0.62180000       0.64430000       -1.0000000       10.1144       27.3422
G035880        28.275487       -14.096468       23.0673       23.0563       20.5491       0.74350000       0.72860000       0.77150000       -1.0000000       9.72382       14.4909
G035873        28.263430       -14.097610       21.4748       21.6120       18.5036       0.71550000       0.69790000       0.73490000       -1.0000000       10.5233       29.7579
G035895        28.268755       -14.097101       21.5668       21.5978       18.6577       0.74070000       0.72840000       0.75350000       -1.0000000       10.4196       30.7196
G035950        28.244780       -14.096724       21.9056       21.9191       18.8434       0.72760000       0.71020000       0.74050000       -1.0000000       10.2909       30.4098
G035919        27.960646       -14.100517       20.9272       21.3106       18.2194       0.82210000       0.81200000       0.83310000       -1.0000000       10.9448       4.82799
G035969        28.434919       -14.096118       22.5862       23.2171       99.0000       0.70170000       0.67940000       0.72990000       -1.0000000       9.32180      0.524852
G035985        28.284535       -14.096356       22.4085       22.4016       19.5142       0.73950000       0.73060000       0.74850000       -1.0000000       10.3260       6.45050
G035980        28.250841       -14.096725       22.2098       22.4540       20.0451       0.62470000       0.60930000       0.64940000       -1.0000000       9.60016       1.26450
G035978        28.138034       -14.096335       22.0605       22.2163       19.2000       0.71900000       0.70930000       0.85510000       -1.0000000       10.2009       1.89458
G036007        28.114209       -14.099102       20.9577       21.0662       18.0931       0.65220000       0.63870000       0.66360000       -1.0000000       10.3139       7.22313
G036050        28.026989       -14.095893       22.9951       23.2297       19.9206       0.76890000       0.75340000       0.78510000       -1.0000000       10.1631       1.50767
G036057        28.250855       -14.096114       22.3049       22.3018       19.1597       0.75230000       0.73980000       0.77150000       -1.0000000       10.3701       113.854
G035999        28.201676       -14.096229       22.2626       22.3042       19.6871       0.77670000       0.76580000       0.78500000       -1.0000000       9.83876       12.1018
G036069        28.332301       -14.095489       23.1073       23.1126       20.0970       0.70750000       0.70020000       0.71460000       -1.0000000       9.11930       2.57712
G036090        28.335251       -14.097183       21.6092       22.1287       19.5088       0.74390000       0.71250000       0.76980000       -1.0000000       10.2040       2.13513
G036125        28.360526       -14.095160       22.7667       22.7414       19.7985       0.87270000       0.85740000       0.88700000       -1.0000000       10.3069       2.32721
G036156        28.135713       -14.095405       22.1203       22.1311       18.9236       0.76960000       0.76070000       0.84230000       -1.0000000       10.7048       3.46408
G036177        28.043281       -14.096769       21.3688       21.4450       18.9550       0.64820000       0.64110000       0.65480000       -1.0000000       10.1069       11.1981
G036218        28.416322       -14.095360       21.6133       21.7080       99.0000       0.63740000       0.62740000       0.64560000       -1.0000000       9.90157       4.16790
G036181        27.954321       -14.095513       22.7287       22.7662       20.3590       0.87430000       0.82500000       0.90020000       -1.0000000       9.65670       3.70603
G036213        28.133409       -14.095355       21.9485       21.9571       19.5494       0.65000000       0.64130000       0.65800000       -1.0000000       9.76191       3.53585
G036267        28.206943       -14.098697       19.6773       20.3415       17.1392       0.75650000       0.74550000       0.76740000       0.74820000       11.2348       96.5574
G036255        28.269211       -14.094581       23.2843       23.3434       20.5134       0.68620000       0.66860000       0.70670000       -1.0000000       9.75143      0.765697
G036295        28.428819       -14.094177       23.2647       23.2404       99.0000       0.62040000       0.61030000       0.62970000       -1.0000000       9.03255       7.64384
G036321        28.253955       -14.094758       22.4748       22.4776       19.5870       0.68430000       0.67570000       0.69410000       -1.0000000       10.0489      0.926515
G036325        28.210924       -14.095870       21.3159       21.4902       18.4689       0.74770000       0.73760000       0.75850000       -1.0000000       10.6190       42.6085
G036330        28.187241       -14.094696       22.1467       22.2640       20.2097       0.74580000       0.73280000       0.76310000       -1.0000000       9.53145       5.58365
G036395        28.029755       -14.094936       21.2655       21.4386       18.8012       0.82060000       0.80500000       0.83440000       0.83655000       10.1654       5.50761
G036401        28.037424       -14.094485       22.2981       22.3039       19.3225       0.68210000       0.66640000       0.76930000       -1.0000000       10.3451       2.02318
G036298        28.333143       -14.097324       19.5144       20.1300       16.9885       0.68210000       0.67000000       0.73070000       -1.0000000       11.4026       3.15437
G036435        28.215781       -14.094095       22.9976       23.0627       21.5065       0.73980000       0.73020000       0.75070000       -1.0000000       9.02151       16.0702
G036441        27.962643       -14.093741       22.9664       22.9748       20.6130       0.82870000       0.81630000       0.84230000       -1.0000000       9.70249       8.56740
G036419        28.333474       -14.093520       23.0605       23.0313       22.3870       0.87540000       0.86500000       0.88960000       -1.0000000       9.19908       2.48109
G036472        27.951213       -14.094643       21.3192       21.3752       18.9523       0.84830000       0.82980000       0.87400000       -1.0000000       10.0968       6.78049
G036564        27.906581       -14.092886       23.0673       23.2170       99.0000       0.78160000       0.76240000       0.81410000       -1.0000000       10.0559       1.49964
G036536        28.157040       -14.093148       23.0902       23.0584       20.0532       0.63650000       0.63020000       0.64320000       -1.0000000       9.80613       2.78526
G036608        28.128770       -14.094018       21.4540       21.5176       18.6306       0.82650000       0.80610000       0.84780000       -1.0000000       10.3889       5.34288
G036583        28.204458       -14.094408       20.4404       20.4864       17.5376       0.64720000       0.63230000       0.65770000       -1.0000000       10.4777       1.89400
G036552        28.104097       -14.094054       21.4358       21.4993       18.6474       0.62630000       0.60330000       0.64060000       -1.0000000       10.2684       20.6327
G036584        27.890974       -14.092982       23.1873       23.1835       99.0000       0.86560000       0.85570000       0.87450000       -1.0000000       9.18353       3.10801
G036587        28.333775       -14.093130       22.9439       22.9617       21.6040       0.88910000       0.87810000       0.89890000       -1.0000000       9.20273       3.57328
G036612        28.191901       -14.094059       21.5580       21.6719       18.5544       0.89440000       0.87130000       0.91460000       0.90693998       10.7923       2.22967
G036613        27.967092       -14.093553       22.4145       22.4636       20.3346       0.63240000       0.62660000       0.63560000       -1.0000000       9.17312       1.05842
G036632        28.237818       -14.092790       22.1960       22.1873       20.4440       0.83880000       0.83510000       0.84480000       -1.0000000       9.40583       1.23538
G036649        28.254352       -14.093287       21.8906       21.9369       18.2883       0.87030000       0.85540000       0.88470000       -1.0000000       10.6945       1.95021
G036673        28.267654       -14.093932       22.1947       22.3531       20.2064       0.74270000       0.74010000       0.74860000       -1.0000000       9.29480       28.6726
G036667        28.407392       -14.092685       22.7414       22.8036       99.0000       0.63700000       0.63040000       0.64270000       -1.0000000       9.13768       5.92319
G036688        28.012912       -14.092980       22.0628       22.0722       19.1312       0.87540000       0.86530000       0.88520000       -1.0000000       10.1879       2.66764
G036742        28.417962       -14.091964       22.8886       22.8814       99.0000       0.74940000       0.73860000       0.76160000       -1.0000000       9.11454      0.735709
G036743        27.921490       -14.094940       21.1613       21.5147       99.0000       0.80820000       0.79530000       0.81990000       -1.0000000       10.2766       5.35841
G036752        28.365860       -14.092241       23.2114       23.2477       20.6531       0.73740000       0.72780000       0.74570000       -1.0000000       9.49340       1.39600
G036764        28.214962       -14.092419       21.8595       21.8894       18.7043       0.73180000       0.70840000       0.74940000       -1.0000000       10.2165       14.9602
G036768        28.129635       -14.092313       22.3608       22.4251       20.0792       0.86800000       0.85690000       0.87870000       0.86861998       9.68933       2.43031
G036754        28.130642       -14.092162       22.9397       23.1532       20.5351       0.86870000       0.81260000       0.89530000       -1.0000000       9.58089       2.43110
G036781        27.916878       -14.092138       23.2922       23.2671       99.0000       0.87210000       0.86100000       0.88220000       -1.0000000       9.31999       2.66801
G036825        28.130810       -14.092889       21.5631       21.6001       19.6109       0.77720000       0.77100000       0.77990000       -1.0000000       9.60229       2.54981
G036792        28.169178       -14.092221       22.2219       22.2257       19.0548       0.81780000       0.80350000       0.82970000       -1.0000000       10.2377       56.7305
G036833        28.165680       -14.092321       22.6524       22.6876       18.9169       0.84190000       0.81220000       0.86720000       -1.0000000       10.3986       30.6598
G036856        28.029104       -14.091906       22.9830       23.0288       20.3685       0.77990000       0.76810000       0.78950000       -1.0000000       9.61139       1.08590
G036850        28.057826       -14.092995       20.6483       20.7241       17.7632       0.60810000       0.60510000       0.61440000       -1.0000000       10.9200       14.4049
G036874        28.173350       -14.092475       21.5124       21.6122       18.3450       0.84760000       0.83240000       0.86630000       0.83161002       10.7118       26.0024
G036891        28.416225       -14.091714       22.6073       22.6785       99.0000       0.74450000       0.73620000       0.75270000       -1.0000000       9.55957      0.546475
G036957        28.041443       -14.092349       21.3751       21.4307       18.1367       0.62060000       0.60570000       0.63070000       -1.0000000       10.4419       11.8008
G036972        28.380345       -14.090873       22.8525       22.8200       99.0000       0.66770000       0.66080000       0.67460000       -1.0000000       9.39956       1.24600
G037043        28.169172       -14.090609       22.8861       22.8712       19.8499       0.83700000       0.82050000       0.85450000       -1.0000000       9.83205       54.6021
G037053        28.132676       -14.091226       21.5514       21.5502       18.6932       0.64950000       0.55680000       0.68000000       -1.0000000       10.2588       4.13789
G037141        28.055504       -14.091063       20.7768       20.9313       18.0506       0.62200000       0.59530000       0.63800000       -1.0000000       10.7360       19.7651
G037146        28.411338       -14.089959       22.5276       22.6078       99.0000       0.67730000       0.55300000       0.70110000       -1.0000000       10.0230       1.25300
G037148        28.043011       -14.090480       21.0020       21.0229       17.8619       0.83400000       0.82930000       0.84130000       -1.0000000       10.8961       6.51962
G037173        28.253499       -14.090075       23.1221       23.1338       20.2571       0.75940000       0.75050000       0.76860000       -1.0000000       9.55948       23.5032
G037240        28.367198       -14.090421       21.1976       21.2844       18.2636       0.69710000       0.68530000       0.71040000       -1.0000000       10.5504       2.68259
G037268        27.964684       -14.090000       22.5075       22.6301       21.7417       0.84520000       0.83600000       0.85430000       -1.0000000       9.32600       12.6178
G037253        28.127472       -14.089623       22.4126       22.4110       19.1953       0.79180000       0.78230000       0.80360000       -1.0000000       10.4092       3.64576
G037296        28.267296       -14.089008       23.2149       23.2305       19.5803       0.76100000       0.74730000       0.77650000       -1.0000000       9.91549       8.76123
G037281        28.139201       -14.090272       21.2543       21.3539       18.0212       0.60130000       0.56800000       0.61520000       -1.0000000       10.6696       2.83908
G037277        28.151567       -14.089537       22.5557       22.6266       20.9422       0.81880000       0.81010000       0.82940000       0.83507001       9.24556       12.9338
G037304        28.422784       -14.090477       21.3414       21.4311       99.0000       0.65830000       0.65040000       0.66490000       -1.0000000       10.0470       1.65140
G037357        28.207221       -14.088689       23.2587       23.2962       21.2656       0.76120000       0.75020000       0.77280000       -1.0000000       9.31007       21.3190
G037391        28.173471       -14.090008       21.1374       21.3006       18.4205       0.81830000       0.80870000       0.82920000       0.82980001       10.7892       24.9919
G037377        28.164339       -14.088963       22.2727       22.3889       19.6462       0.84110000       0.83190000       0.84910000       -1.0000000       9.98904       25.6861
G037394        27.918083       -14.089035       21.7869       22.2350       99.0000       0.85340000       0.83960000       0.86610000       -1.0000000       10.0250       2.51618
G037428        28.040677       -14.088382       23.2696       23.2864       19.7431       0.60810000       0.59780000       0.61950000       -1.0000000       10.2281       11.5727
G037429        28.060004       -14.088542       23.2083       23.2539       21.4461       0.62230000       0.61580000       0.62850000       -1.0000000       9.08282       10.9056
G037441        28.308951       -14.088741       22.6879       22.8199       21.7861       0.71890000       0.71510000       0.72490000       -1.0000000       9.09775       2.34980
G037455        28.253844       -14.088368       22.7954       22.8498       19.4388       0.75030000       0.72530000       0.77980000       -1.0000000       10.1903       17.4636
G037482        28.422133       -14.089270       21.9462       22.0952       99.0000       0.77160000       0.71310000       0.81720000       -1.0000000       10.0488      0.858199
G037495        28.270448       -14.088278       22.4899       22.5188       19.6025       0.74410000       0.72700000       0.78440000       -1.0000000       10.0097       12.0309
G037504        28.368045       -14.087963       22.8398       22.8885       19.7104       0.69720000       0.67080000       0.86000000       -1.0000000       10.1678       3.15393
G037497        28.280962       -14.087845       22.8967       22.9345       20.9171       0.80620000       0.79770000       0.81530000       -1.0000000       9.33596       1.93012
G037518        28.165165       -14.089052       21.3254       21.5961       18.1609       0.82750000       0.81430000       0.84000000       -1.0000000       10.9744       28.0878
G037547        28.248736       -14.089051       22.0039       22.0338       19.4065       0.78590000       0.77430000       0.79710000       0.76150000       9.92253       16.3111
G037626        27.968389       -14.088729       23.2065       23.4097       22.0459       0.86560000       0.83770000       0.89260000       -1.0000000       9.46459       3.63636
G037586        28.039880       -14.088510       21.0827       21.0853       18.0052       0.62610000       0.62020000       0.63130000       -1.0000000       10.9561       10.2212
G037624        27.901819       -14.089578       21.3322       21.4401       99.0000       0.82940000       0.82110000       0.83840000       -1.0000000       11.1080       5.81273
G037605        28.158650       -14.088970       22.1933       22.3790       19.0555       0.75720000       0.74130000       0.87050000       -1.0000000       10.3905       3.82299
G037699        28.013758       -14.087606       22.9264       22.9238       19.9499       0.86060000       0.84530000       0.87330000       -1.0000000       10.0252       2.82325
G037806        28.245474       -14.087259       22.0594       22.1766       20.1097       0.83710000       0.83070000       0.84090000       -1.0000000       9.66298       1.22978
G037838        28.042850       -14.087094       21.7121       21.8329       18.2241       0.82860000       0.81060000       0.84480000       -1.0000000       11.0559       5.49100
G037854        27.979183       -14.086336       23.0231       23.0517       19.9536       0.87310000       0.84580000       0.90790000       -1.0000000       10.1455       4.21501
G037863        28.115994       -14.086762       23.0603       23.0501       20.6172       0.84440000       0.83340000       0.85480000       -1.0000000       9.50807       1.96381
G037852        28.020543       -14.087023       21.6983       21.7058       19.0818       0.63570000       0.62770000       0.64380000       -1.0000000       9.73136       5.78697
G037919        27.916231       -14.086736       21.9468       22.0567       99.0000       0.83470000       0.81450000       0.85510000       -1.0000000       10.0590       3.82583
G037926        28.244263       -14.086336       22.8856       22.9888       20.1185       0.87100000       0.86010000       0.88200000       -1.0000000       9.96520       2.57648
G037988        28.409982       -14.085251       23.1457       23.0863       99.0000       0.76350000       0.73920000       0.78270000       -1.0000000       9.23834       1.15728
G037970        27.933591       -14.086390       22.0907       22.1036       99.0000       0.83780000       0.82610000       0.84950000       -1.0000000       10.4134       5.57433
G037976        28.203932       -14.085711       23.1181       23.1620       20.5747       0.77050000       0.74910000       0.79030000       -1.0000000       9.43496       9.15915
G037975        28.235076       -14.086004       22.1047       22.1335       19.2409       0.83570000       0.81680000       0.85400000       -1.0000000       10.1631       1.20719
G038043        27.940668       -14.085963       21.9290       21.9595       19.8667       0.61070000       0.59830000       0.62020000       -1.0000000       9.39749      0.675752
G038073        28.056733       -14.087624       20.8811       21.0139       18.0187       0.61610000       0.60140000       0.62950000       -1.0000000       10.9089       14.8074
G038061        28.262528       -14.084974       23.2030       23.2293       21.0335       0.75750000       0.74130000       0.76990000       -1.0000000       9.57329       11.4461
G038085        27.970108       -14.085938       22.1852       22.2679       19.4051       0.83690000       0.81670000       0.85810000       -1.0000000       10.1883       12.9363
G038101        27.977638       -14.085135       22.9176       22.9135       20.0924       0.83290000       0.80910000       0.87690000       -1.0000000       9.99297       8.02577
G038125        28.207916       -14.085513       22.3454       22.3720       19.3975       0.79440000       0.78520000       0.80360000       -1.0000000       10.1704       3.25261
G038148        28.245994       -14.085001       23.0915       23.0664       99.0000       0.88590000       0.87740000       0.89390000       -1.0000000       9.40810       2.38925
G038129        28.310271       -14.085454       22.9845       23.1506       19.5421       0.84270000       0.82760000       0.85940000       -1.0000000       10.1765       1.48038
G038156        28.152326       -14.085313       22.3091       22.3050       19.2319       0.85260000       0.83590000       0.86920000       -1.0000000       10.2993       11.5865
G038185        28.370078       -14.084585       23.1991       23.1848       20.7527       0.85410000       0.83390000       0.86910000       -1.0000000       9.56989       2.18129
G038202        27.943564       -14.086448       20.1281       20.3273       17.5355       0.69480000       0.65850000       0.72000000       -1.0000000       11.1328       1.31983
G038194        28.409961       -14.085650       21.9009       21.9313       99.0000       0.70570000       0.68760000       0.72070000       -1.0000000       10.2131       1.21208
G038224        27.973704       -14.086574       22.4919       22.4757       20.0877       0.82140000       0.77820000       0.83730000       0.84119999       9.93507       8.83466
G038246        28.428484       -14.084598       22.3666       22.3971       99.0000       0.66880000       0.65600000       0.68410000       -1.0000000       10.0049      0.542773
G038257        27.989434       -14.084334       23.1689       23.1484       21.7537       0.72060000       0.71030000       0.72930000       -1.0000000       9.12829       1.09568
G038274        28.369775       -14.086683       19.5529       19.9750       16.8116       0.74450000       0.74000000       0.75100000       -1.0000000       11.3233       1.36374
G038314        28.377696       -14.084605       22.7012       22.7968       99.0000       0.75060000       0.73440000       0.76760000       -1.0000000       9.35680       1.36068
G038322        27.977238       -14.085176       21.3626       21.6456       18.3258       0.81860000       0.81040000       0.83390000       0.84710002       11.1273       8.13220
G038328        27.911466       -14.084059       22.9056       22.9163       99.0000       0.63970000       0.63510000       0.64480000       -1.0000000       9.37122       1.00701
G038335        28.207266       -14.084123       22.2849       22.3356       18.9610       0.77350000       0.75720000       0.78580000       -1.0000000       10.4944       7.74267
G038390        28.041086       -14.083459       22.7986       22.7876       21.0793       0.63520000       0.63020000       0.63980000       -1.0000000       9.55816       10.3561
G038371        27.949016       -14.084657       21.2496       21.3070       18.6257       0.86110000       0.84540000       0.87710000       -1.0000000       10.3282       4.46452
G038361        28.161262       -14.083779       23.1912       23.2201       22.1702       0.85050000       0.83780000       0.86140000       -1.0000000       9.45553       19.8645
G038377        28.313805       -14.085576       21.2794       21.4626       19.0185       0.75290000       0.74250000       0.76300000       -1.0000000       9.98070       1.83548
G038442        28.240233       -14.083073       23.1979       23.1902       19.8873       0.78070000       0.77000000       0.79330000       -1.0000000       9.77923       6.37873
G038458        27.975002       -14.083939       22.1423       22.4853       20.3588       0.82410000       0.80580000       0.84740000       -1.0000000       10.0471       10.1866
G038510        27.962043       -14.083082       23.2005       23.2322       20.0440       0.83760000       0.80530000       0.86690000       -1.0000000       10.1243       16.9512
G038533        28.049621       -14.083200       22.6999       22.7200       19.2232       0.87430000       0.84150000       0.89310000       -1.0000000       10.2984       3.50789
G038591        28.297407       -14.083431       21.5380       21.5806       18.6139       0.72680000       0.71810000       0.73480000       -1.0000000       10.5636       2.88900
G038637        28.155587       -14.082760       22.3501       22.4485       20.0491       0.60740000       0.60430000       0.60990000       -1.0000000       9.21053       1.97721
G038666        28.366930       -14.081956       22.8424       22.8844       20.0401       0.69740000       0.68100000       0.90290000       -1.0000000       9.97976       3.28656
G038649        28.380270       -14.082302       22.0448       22.0379       99.0000       0.87360000       0.86040000       0.88490000       -1.0000000       10.4615       2.56046
G038722        27.974198       -14.082893       21.4980       21.6185       19.4381       0.62310000       0.60970000       0.63550000       -1.0000000       9.67116       1.42697
G038758        28.160277       -14.081358       22.6286       22.6759       20.0142       0.85370000       0.83220000       0.87850000       -1.0000000       9.85142       12.8231
G038733        28.154653       -14.084570       20.6840       21.0693       17.8743       0.81700000       0.81010000       0.82400000       0.83499998       11.1589       15.6393
G038788        28.021566       -14.081692       22.6017       23.8501       99.0000       0.63220000       0.61900000       0.64440000       -1.0000000       10.5003       7.33074
G038824        28.147853       -14.081883       22.4256       22.5461       20.3485       0.65390000       0.64590000       0.66370000       -1.0000000       9.53806       2.57836
G038815        28.385330       -14.081076       23.2066       23.2120       99.0000       0.69470000       0.68610000       0.70320000       -1.0000000       9.02383       2.78726
G038827        28.162564       -14.081796       23.0546       23.1566       20.7743       0.87090000       0.85830000       0.88240000       -1.0000000       10.0943       6.60958
G038891        28.000179       -14.081962       22.0958       22.1841       18.8208       0.85390000       0.84060000       0.86910000       -1.0000000       10.5667       7.23730
